,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
5138,2020-08-02 02:00:00,2020-08-01 22:00:00,14403,281.82,0,9793,3296,8,502,32,20,752
5139,2020-08-02 03:00:00,2020-08-01 23:00:00,13613,269.73,0,8741,3306,8,745,32,26,756
5140,2020-08-02 04:00:00,2020-08-02 00:00:00,12850,263.34,0,7984,3263,8,780,31,42,742
5141,2020-08-02 05:00:00,2020-08-02 01:00:00,12063,261.96,0,7346,3309,1,552,32,55,768
5142,2020-08-02 06:00:00,2020-08-02 02:00:00,11696,265.92,0,7221,3311,0,297,32,73,763
5143,2020-08-02 07:00:00,2020-08-02 03:00:00,11464,263.96,0,7012,3313,0,271,32,86,751
5144,2020-08-02 08:00:00,2020-08-02 04:00:00,10863,258.48,0,6452,3299,0,267,32,81,731
5145,2020-08-02 09:00:00,2020-08-02 05:00:00,10455,253.83,0,6059,3313,0,268,32,66,716
5146,2020-08-02 10:00:00,2020-08-02 06:00:00,10390,252.39,0,5995,3319,0,271,32,70,703
5147,2020-08-02 11:00:00,2020-08-02 07:00:00,10666,253.22,0,6201,3338,0,281,36,103,707
5148,2020-08-02 12:00:00,2020-08-02 08:00:00,11488,260.79,0,7007,3335,0,280,53,111,701
5149,2020-08-02 13:00:00,2020-08-02 09:00:00,12038,265.83,0,7550,3321,0,272,79,109,707
5150,2020-08-02 14:00:00,2020-08-02 10:00:00,12525,267.8,0,7934,3336,0,317,106,105,729
5151,2020-08-02 15:00:00,2020-08-02 11:00:00,13209,270.89,0,8540,3341,0,354,126,121,728
5152,2020-08-02 16:00:00,2020-08-02 12:00:00,13660,271.93,0,8967,3333,0,333,152,185,690
5153,2020-08-02 17:00:00,2020-08-02 13:00:00,14171,274.0,4,9427,3323,0,334,141,260,681
5154,2020-08-02 18:00:00,2020-08-02 14:00:00,14401,274.31,3,9606,3322,0,312,137,336,685
5155,2020-08-02 19:00:00,2020-08-02 15:00:00,14814,276.6,2,9977,3334,0,330,83,384,703
5156,2020-08-02 20:00:00,2020-08-02 16:00:00,15294,275.12,1,10252,3324,0,501,69,427,719
5157,2020-08-02 21:00:00,2020-08-02 17:00:00,15712,263.99,2,10079,3320,2,1050,65,469,723
5158,2020-08-02 22:00:00,2020-08-02 18:00:00,16140,257.57,3,10089,3319,5,1384,50,559,730
5159,2020-08-02 23:00:00,2020-08-02 19:00:00,16120,260.88,5,10215,3321,5,1263,39,542,731
5160,2020-08-03 00:00:00,2020-08-02 20:00:00,15904,267.13,7,10324,3324,7,942,33,536,731
5161,2020-08-03 01:00:00,2020-08-02 21:00:00,15877,267.68,3,10364,3313,8,919,32,526,713
5162,2020-08-03 02:00:00,2020-08-02 22:00:00,15174,267.7,0,9864,3313,8,727,32,519,712
5163,2020-08-03 03:00:00,2020-08-02 23:00:00,14179,267.66,0,9152,3299,8,447,32,535,705
5164,2020-08-03 04:00:00,2020-08-03 00:00:00,13539,267.07,0,8655,3315,6,265,32,551,715
5165,2020-08-03 05:00:00,2020-08-03 01:00:00,12949,262.91,0,8093,3282,0,261,32,568,713
5166,2020-08-03 06:00:00,2020-08-03 02:00:00,12535,260.05,0,7699,3313,0,261,32,515,715
5167,2020-08-03 07:00:00,2020-08-03 03:00:00,12311,258.34,0,7493,3300,3,262,32,514,708
5168,2020-08-03 08:00:00,2020-08-03 04:00:00,12281,259.62,0,7494,3324,18,262,32,441,710
5169,2020-08-03 09:00:00,2020-08-03 05:00:00,12389,261.8,0,7580,3326,71,260,32,407,713
5170,2020-08-03 10:00:00,2020-08-03 06:00:00,12848,265.02,0,8075,3341,10,263,32,409,719
5171,2020-08-03 11:00:00,2020-08-03 07:00:00,13653,268.96,0,8815,3343,0,276,38,467,714
5172,2020-08-03 12:00:00,2020-08-03 08:00:00,14274,270.92,0,9436,3340,0,302,66,477,654
5173,2020-08-03 13:00:00,2020-08-03 09:00:00,14706,272.97,0,9820,3337,0,319,108,460,663
5174,2020-08-03 14:00:00,2020-08-03 10:00:00,15276,273.6,1,10183,3336,7,432,155,452,710
5175,2020-08-03 15:00:00,2020-08-03 11:00:00,15792,275.22,0,10596,3325,48,439,187,490,706
5176,2020-08-03 16:00:00,2020-08-03 12:00:00,16251,277.62,0,11065,3324,33,384,196,546,703
5177,2020-08-03 17:00:00,2020-08-03 13:00:00,16847,278.87,2,11537,3336,55,360,199,652,705
5178,2020-08-03 18:00:00,2020-08-03 14:00:00,17460,282.26,7,12012,3328,187,316,198,712,700
5179,2020-08-03 19:00:00,2020-08-03 15:00:00,18323,276.82,9,12214,3339,346,786,196,728,706
5180,2020-08-03 20:00:00,2020-08-03 16:00:00,19055,271.91,6,12346,3330,496,1219,164,785,708
5181,2020-08-03 21:00:00,2020-08-03 17:00:00,19532,267.75,6,12417,3321,564,1622,150,753,699
5182,2020-08-03 22:00:00,2020-08-03 18:00:00,19888,269.54,9,12781,3314,565,1726,106,700,688
5183,2020-08-03 23:00:00,2020-08-03 19:00:00,19508,274.27,7,12787,3294,525,1525,62,611,697
5184,2020-08-04 00:00:00,2020-08-03 20:00:00,18572,280.01,8,12568,3291,370,1047,22,581,685
5185,2020-08-04 01:00:00,2020-08-03 21:00:00,17651,288.51,6,12418,3296,230,466,8,531,695
5186,2020-08-04 02:00:00,2020-08-03 22:00:00,16735,288.49,6,11893,3282,46,293,0,511,702
5187,2020-08-04 03:00:00,2020-08-03 23:00:00,14702,280.27,3,10034,3259,14,289,0,408,696
5188,2020-08-04 04:00:00,2020-08-04 00:00:00,13301,270.85,3,8623,3288,11,281,0,390,705
5189,2020-08-04 05:00:00,2020-08-04 01:00:00,11984,262.01,3,7379,3287,8,272,0,332,703
5190,2020-08-04 06:00:00,2020-08-04 02:00:00,11754,258.61,0,7102,3326,7,277,0,331,712
5191,2020-08-04 07:00:00,2020-08-04 03:00:00,11732,259.07,0,7113,3330,7,280,0,298,704
5192,2020-08-04 08:00:00,2020-08-04 04:00:00,11568,260.41,1,7041,3319,7,278,0,220,702
5193,2020-08-04 09:00:00,2020-08-04 05:00:00,11540,261.49,0,7068,3320,7,278,0,172,695
5194,2020-08-04 10:00:00,2020-08-04 06:00:00,11941,266.02,0,7493,3345,7,281,0,117,698
5195,2020-08-04 11:00:00,2020-08-04 07:00:00,12434,269.16,0,7976,3334,7,289,2,143,683
5196,2020-08-04 12:00:00,2020-08-04 08:00:00,13151,274.24,0,8675,3346,7,298,11,129,685
5197,2020-08-04 13:00:00,2020-08-04 09:00:00,13965,280.0,0,9488,3339,12,296,30,113,686
5198,2020-08-04 14:00:00,2020-08-04 10:00:00,14660,283.61,0,10156,3346,8,304,42,114,690
5199,2020-08-04 15:00:00,2020-08-04 11:00:00,15477,283.92,0,10801,3333,7,425,57,167,687
5200,2020-08-04 16:00:00,2020-08-04 12:00:00,15869,280.17,0,11007,3330,7,625,63,193,645
5201,2020-08-04 17:00:00,2020-08-04 13:00:00,16176,276.19,0,11076,3334,8,832,68,221,637
5202,2020-08-04 18:00:00,2020-08-04 14:00:00,16318,275.29,0,11161,3317,10,917,52,238,624
5203,2020-08-04 19:00:00,2020-08-04 15:00:00,15961,271.69,0,10784,3314,12,903,35,319,594
5204,2020-08-04 20:00:00,2020-08-04 16:00:00,15260,269.41,0,10157,3298,12,811,28,349,606
5205,2020-08-04 21:00:00,2020-08-04 17:00:00,14738,267.61,0,9725,3243,12,756,30,379,593
5206,2020-08-04 22:00:00,2020-08-04 18:00:00,14039,261.11,0,9006,2872,14,1087,22,468,570
5207,2020-08-04 23:00:00,2020-08-04 19:00:00,13621,270.87,0,9065,2507,17,858,15,588,572
5208,2020-08-05 00:00:00,2020-08-04 20:00:00,12864,273.29,0,8594,2373,17,611,12,685,572
5209,2020-08-05 01:00:00,2020-08-04 21:00:00,12243,272.13,0,8093,2210,17,563,11,774,574
5210,2020-08-05 02:00:00,2020-08-04 22:00:00,11784,269.58,0,7717,2195,17,446,11,851,547
5211,2020-08-05 03:00:00,2020-08-04 23:00:00,10749,260.51,0,6690,2202,17,397,11,879,553
5212,2020-08-05 04:00:00,2020-08-05 00:00:00,9740,251.76,0,5770,2190,13,354,11,860,543
5213,2020-08-05 05:00:00,2020-08-05 01:00:00,9449,245.57,0,5427,2218,9,360,11,887,537
5214,2020-08-05 06:00:00,2020-08-05 02:00:00,9107,241.46,0,5101,2247,7,350,11,854,537
5215,2020-08-05 07:00:00,2020-08-05 03:00:00,9149,241.11,0,5098,2317,7,349,11,816,551
5216,2020-08-05 08:00:00,2020-08-05 04:00:00,9206,241.15,0,5130,2331,7,351,11,821,555
5217,2020-08-05 09:00:00,2020-08-05 05:00:00,9235,249.09,0,5319,2348,7,351,11,626,573
5218,2020-08-05 10:00:00,2020-08-05 06:00:00,9127,251.51,0,5319,2321,7,350,11,555,565
5219,2020-08-05 11:00:00,2020-08-05 07:00:00,9729,259.12,0,5920,2349,7,380,14,489,570
5220,2020-08-05 12:00:00,2020-08-05 08:00:00,10388,266.19,0,6556,2410,7,397,31,401,585
5221,2020-08-05 13:00:00,2020-08-05 09:00:00,11022,272.62,0,7212,2441,7,410,54,318,580
5222,2020-08-05 14:00:00,2020-08-05 10:00:00,11744,280.85,0,7975,2410,7,416,90,246,599
5223,2020-08-05 15:00:00,2020-08-05 11:00:00,12731,283.73,0,8802,2439,8,478,111,280,612
5224,2020-08-05 16:00:00,2020-08-05 12:00:00,13704,288.69,0,9734,2437,11,474,109,330,609
5225,2020-08-05 17:00:00,2020-08-05 13:00:00,14540,291.66,0,10517,2431,8,483,103,396,602
5226,2020-08-05 18:00:00,2020-08-05 14:00:00,14970,292.18,0,10882,2477,7,469,110,425,599
5227,2020-08-05 19:00:00,2020-08-05 15:00:00,15460,290.05,0,11181,2541,7,604,113,415,599
5228,2020-08-05 20:00:00,2020-08-05 16:00:00,15713,284.97,0,11162,2570,7,833,105,436,600
5229,2020-08-05 21:00:00,2020-08-05 17:00:00,16432,279.25,0,11461,2635,7,1169,88,471,600
5230,2020-08-05 22:00:00,2020-08-05 18:00:00,16583,277.95,0,11520,2688,8,1242,61,466,597
5231,2020-08-05 23:00:00,2020-08-05 19:00:00,16525,281.03,0,11603,2746,16,1135,25,401,599
5232,2020-08-06 00:00:00,2020-08-05 20:00:00,15612,285.47,0,11103,2800,12,715,5,379,598
5233,2020-08-06 01:00:00,2020-08-05 21:00:00,14814,282.78,0,10381,2859,10,560,0,405,598
5234,2020-08-06 02:00:00,2020-08-05 22:00:00,13697,276.38,0,9281,2911,10,490,0,401,605
5235,2020-08-06 03:00:00,2020-08-05 23:00:00,12155,261.05,0,7602,2980,10,478,0,466,620
5236,2020-08-06 04:00:00,2020-08-06 00:00:00,11072,248.53,0,6461,3034,10,450,0,496,621
5237,2020-08-06 05:00:00,2020-08-06 01:00:00,10190,235.95,0,5537,3079,0,428,0,528,619
5238,2020-08-06 06:00:00,2020-08-06 02:00:00,9679,227.88,0,5018,3098,0,403,0,553,607
5239,2020-08-06 07:00:00,2020-08-06 03:00:00,9233,223.19,0,4621,3132,0,381,0,488,610
5240,2020-08-06 08:00:00,2020-08-06 04:00:00,8611,213.56,0,4030,3177,0,373,0,426,605
5241,2020-08-06 09:00:00,2020-08-06 05:00:00,8595,212.27,0,3979,3201,0,371,0,432,613
5242,2020-08-06 10:00:00,2020-08-06 06:00:00,8775,212.37,0,4067,3225,0,370,0,489,624
5243,2020-08-06 11:00:00,2020-08-06 07:00:00,9769,225.99,0,4980,3242,0,381,5,526,635
5244,2020-08-06 12:00:00,2020-08-06 08:00:00,10109,234.16,0,5417,3243,0,365,26,427,631
5245,2020-08-06 13:00:00,2020-08-06 09:00:00,10671,240.69,0,5922,3268,0,422,57,347,657
5246,2020-08-06 14:00:00,2020-08-06 10:00:00,10687,237.43,0,5877,3223,0,430,95,432,632
5247,2020-08-06 15:00:00,2020-08-06 11:00:00,11242,242.17,0,6369,3234,0,441,110,451,636
5248,2020-08-06 16:00:00,2020-08-06 12:00:00,11728,248.57,0,6879,3251,3,405,118,430,641
5249,2020-08-06 17:00:00,2020-08-06 13:00:00,12305,253.6,0,7442,3230,9,440,126,426,632
5250,2020-08-06 18:00:00,2020-08-06 14:00:00,12629,256.16,0,7729,3229,21,410,118,484,638
5251,2020-08-06 19:00:00,2020-08-06 15:00:00,12776,259.91,0,7852,3209,2,376,123,493,721
5252,2020-08-06 20:00:00,2020-08-06 16:00:00,13150,250.53,0,7806,3233,0,772,138,495,707
5253,2020-08-06 21:00:00,2020-08-06 17:00:00,13556,244.36,0,7951,3235,15,1180,112,429,634
5254,2020-08-06 22:00:00,2020-08-06 18:00:00,14274,245.4,0,8431,3243,33,1433,68,422,643
5255,2020-08-06 23:00:00,2020-08-06 19:00:00,14030,256.47,0,8714,3212,5,1099,29,324,647
5256,2020-08-07 00:00:00,2020-08-06 20:00:00,13540,260.72,0,8502,3216,5,894,5,253,665
5257,2020-08-07 01:00:00,2020-08-06 21:00:00,13071,267.39,0,8400,3224,5,538,0,235,670
5258,2020-08-07 02:00:00,2020-08-06 22:00:00,12314,265.64,0,7815,3154,5,421,0,263,657
5259,2020-08-07 03:00:00,2020-08-06 23:00:00,11095,259.56,0,6808,3020,5,365,0,273,624
5260,2020-08-07 04:00:00,2020-08-07 00:00:00,10185,239.38,0,5553,3230,0,357,0,378,667
5261,2020-08-07 05:00:00,2020-08-07 01:00:00,9353,226.06,1,4710,3243,0,352,0,402,645
5262,2020-08-07 06:00:00,2020-08-07 02:00:00,9440,227.64,0,4787,3253,0,325,0,418,657
5263,2020-08-07 07:00:00,2020-08-07 03:00:00,9269,226.98,0,4648,3257,0,319,0,377,668
5264,2020-08-07 08:00:00,2020-08-07 04:00:00,9168,227.0,0,4570,3276,0,322,0,322,679
5265,2020-08-07 09:00:00,2020-08-07 05:00:00,9394,230.94,0,4784,3300,0,321,0,295,695
5266,2020-08-07 10:00:00,2020-08-07 06:00:00,9653,236.98,0,5084,3297,0,317,0,248,707
5267,2020-08-07 11:00:00,2020-08-07 07:00:00,9685,240.26,0,5195,3282,0,320,3,181,704
5268,2020-08-07 12:00:00,2020-08-07 08:00:00,10020,245.64,0,5542,3319,0,329,19,96,714
5269,2020-08-07 13:00:00,2020-08-07 09:00:00,10748,256.54,0,6328,3314,0,314,33,35,723
5270,2020-08-07 14:00:00,2020-08-07 10:00:00,11302,260.3,0,6817,3314,6,381,41,17,725
5271,2020-08-07 15:00:00,2020-08-07 11:00:00,11535,260.19,0,6994,3297,13,436,71,14,710
5272,2020-08-07 16:00:00,2020-08-07 12:00:00,11590,261.14,0,7075,3277,0,374,129,25,712
5273,2020-08-07 17:00:00,2020-08-07 13:00:00,12297,264.37,0,7635,3337,9,413,138,30,734
5274,2020-08-07 18:00:00,2020-08-07 14:00:00,13212,263.66,0,8272,3307,4,721,128,48,733
5275,2020-08-07 19:00:00,2020-08-07 15:00:00,13005,266.81,0,8204,3274,26,615,113,36,737
5276,2020-08-07 20:00:00,2020-08-07 16:00:00,13727,265.09,0,8663,3309,3,841,120,39,752
5277,2020-08-07 21:00:00,2020-08-07 17:00:00,13972,261.98,0,8739,3297,0,1040,109,44,742
5278,2020-08-07 22:00:00,2020-08-07 18:00:00,14054,259.91,0,8738,3285,0,1180,62,59,730
5279,2020-08-07 23:00:00,2020-08-07 19:00:00,13752,268.72,0,8840,3278,5,807,23,64,735
5280,2020-08-08 00:00:00,2020-08-07 20:00:00,13490,273.06,0,8811,3265,5,602,3,71,733
5281,2020-08-08 01:00:00,2020-08-07 21:00:00,13314,270.61,0,8599,3276,5,559,0,146,729
5282,2020-08-08 02:00:00,2020-08-07 22:00:00,12499,263.03,0,7752,3262,4,553,0,202,727
5283,2020-08-08 03:00:00,2020-08-07 23:00:00,11302,259.19,0,6792,3243,3,338,0,204,722
5284,2020-08-08 04:00:00,2020-08-08 00:00:00,10340,251.87,0,5900,3263,3,284,0,160,731
5285,2020-08-08 05:00:00,2020-08-08 01:00:00,10075,249.31,0,5660,3286,1,286,0,117,726
5286,2020-08-08 06:00:00,2020-08-08 02:00:00,9611,244.98,0,5222,3292,0,283,0,80,735
5287,2020-08-08 07:00:00,2020-08-08 03:00:00,9186,240.41,0,4817,3292,0,280,0,56,741
5288,2020-08-08 08:00:00,2020-08-08 04:00:00,9183,239.66,0,4795,3325,0,278,0,43,742
5289,2020-08-08 09:00:00,2020-08-08 05:00:00,9272,242.18,0,4919,3323,0,274,0,16,740
5290,2020-08-08 10:00:00,2020-08-08 06:00:00,9487,245.55,0,5139,3321,0,273,0,10,745
5291,2020-08-08 11:00:00,2020-08-08 07:00:00,9804,248.2,0,5422,3334,0,279,3,23,743
5292,2020-08-08 12:00:00,2020-08-08 08:00:00,9708,247.76,0,5347,3304,0,275,23,16,742
5293,2020-08-08 13:00:00,2020-08-08 09:00:00,10160,251.3,0,5750,3327,0,272,63,7,740
5294,2020-08-08 14:00:00,2020-08-08 10:00:00,10703,254.74,0,6208,3346,0,286,110,6,747
5295,2020-08-08 15:00:00,2020-08-08 11:00:00,10968,252.32,0,6331,3321,0,425,147,5,739
5296,2020-08-08 16:00:00,2020-08-08 12:00:00,11144,253.82,0,6497,3330,0,400,172,7,739
5297,2020-08-08 17:00:00,2020-08-08 13:00:00,12050,263.21,0,7422,3341,0,345,191,11,740
5298,2020-08-08 18:00:00,2020-08-08 14:00:00,12507,264.22,0,7783,3324,0,453,187,21,739
5299,2020-08-08 19:00:00,2020-08-08 15:00:00,13199,265.3,0,8325,3325,0,605,175,36,733
5300,2020-08-08 20:00:00,2020-08-08 16:00:00,13377,264.32,0,8415,3324,0,720,143,40,734
5301,2020-08-08 21:00:00,2020-08-08 17:00:00,13936,262.74,0,8739,3337,0,957,117,41,744
5302,2020-08-08 22:00:00,2020-08-08 18:00:00,14822,256.41,0,9106,3329,0,1513,72,52,750
5303,2020-08-08 23:00:00,2020-08-08 19:00:00,14912,256.57,0,9198,3300,5,1589,29,60,732
5304,2020-08-09 00:00:00,2020-08-08 20:00:00,14128,264.92,0,8982,3300,5,1012,6,97,726
5305,2020-08-09 01:00:00,2020-08-08 21:00:00,13694,269.59,0,8827,3306,5,638,0,181,737
5306,2020-08-09 02:00:00,2020-08-08 22:00:00,12863,265.11,0,8076,3299,5,517,0,235,730
5307,2020-08-09 03:00:00,2020-08-08 23:00:00,12028,260.55,0,7328,3309,4,425,0,230,732
5308,2020-08-09 04:00:00,2020-08-09 00:00:00,11431,260.88,0,6923,3305,0,256,0,216,732
5309,2020-08-09 05:00:00,2020-08-09 01:00:00,10392,249.77,0,5880,3294,0,252,0,235,730
5310,2020-08-09 06:00:00,2020-08-09 02:00:00,10115,247.09,0,5611,3313,0,253,0,202,736
5311,2020-08-09 07:00:00,2020-08-09 03:00:00,9880,245.83,0,5423,3306,0,254,0,162,734
5312,2020-08-09 08:00:00,2020-08-09 04:00:00,10154,248.81,0,5689,3319,0,256,0,157,733
5313,2020-08-09 09:00:00,2020-08-09 05:00:00,9629,243.16,0,5189,3308,0,254,0,145,733
5314,2020-08-09 10:00:00,2020-08-09 06:00:00,9627,243.54,0,5206,3314,0,257,0,123,728
5315,2020-08-09 11:00:00,2020-08-09 07:00:00,9713,242.49,0,5222,3327,0,265,6,157,736
5316,2020-08-09 12:00:00,2020-08-09 08:00:00,10461,250.85,0,5936,3351,0,271,31,128,744
5317,2020-08-09 13:00:00,2020-08-09 09:00:00,11124,259.38,0,6631,3323,0,261,72,86,751
5318,2020-08-09 14:00:00,2020-08-09 10:00:00,11657,262.51,0,7119,3344,0,270,124,59,741
5319,2020-08-09 15:00:00,2020-08-09 11:00:00,12493,266.78,0,7854,3359,0,308,177,53,743
5320,2020-08-09 16:00:00,2020-08-09 12:00:00,14036,270.48,0,9109,3358,0,615,163,50,741
5321,2020-08-09 17:00:00,2020-08-09 13:00:00,14731,274.77,0,9779,3314,16,658,148,80,735
5322,2020-08-09 18:00:00,2020-08-09 14:00:00,14943,276.89,0,10053,3318,2,608,146,90,725
5323,2020-08-09 19:00:00,2020-08-09 15:00:00,15371,282.15,0,10593,3337,0,456,149,110,726
5324,2020-08-09 20:00:00,2020-08-09 16:00:00,16174,275.94,0,10948,3335,0,888,153,133,717
5325,2020-08-09 21:00:00,2020-08-09 17:00:00,16839,269.91,0,11080,3332,73,1347,126,158,723
5326,2020-08-09 22:00:00,2020-08-09 18:00:00,17596,269.45,0,11496,3326,152,1640,76,165,741
5327,2020-08-09 23:00:00,2020-08-09 19:00:00,17240,279.43,0,11052,3292,768,1212,33,159,724
5328,2020-08-10 00:00:00,2020-08-09 20:00:00,16707,276.64,0,10626,3294,676,1220,6,161,722
5329,2020-08-10 01:00:00,2020-08-09 21:00:00,16094,274.0,0,10245,3284,505,1189,0,151,720
5330,2020-08-10 02:00:00,2020-08-09 22:00:00,15311,269.7,0,9727,3292,281,1136,0,151,724
5331,2020-08-10 03:00:00,2020-08-09 23:00:00,14056,260.81,0,8767,3265,22,1149,0,135,719
5332,2020-08-10 04:00:00,2020-08-10 00:00:00,12589,263.89,0,7870,3257,2,626,0,122,712
5333,2020-08-10 05:00:00,2020-08-10 01:00:00,11896,265.98,0,7417,3307,0,341,0,101,730
5334,2020-08-10 06:00:00,2020-08-10 02:00:00,11762,265.13,0,7301,3315,0,336,0,84,725
5335,2020-08-10 07:00:00,2020-08-10 03:00:00,11126,261.68,0,6752,3303,0,276,0,77,719
5336,2020-08-10 08:00:00,2020-08-10 04:00:00,10939,258.87,0,6519,3331,0,272,0,87,730
5337,2020-08-10 09:00:00,2020-08-10 05:00:00,11211,261.57,0,6799,3328,0,257,0,102,725
5338,2020-08-10 10:00:00,2020-08-10 06:00:00,11549,264.42,0,7119,3339,0,254,0,107,730
5339,2020-08-10 11:00:00,2020-08-10 07:00:00,12343,270.15,0,7849,3356,0,287,3,99,748
5340,2020-08-10 12:00:00,2020-08-10 08:00:00,13025,274.13,0,8500,3332,0,349,27,77,740
5341,2020-08-10 13:00:00,2020-08-10 09:00:00,13818,279.53,0,9277,3352,0,315,79,47,748
5342,2020-08-10 14:00:00,2020-08-10 10:00:00,14879,282.22,0,10195,3353,0,417,137,34,742
5343,2020-08-10 15:00:00,2020-08-10 11:00:00,15706,285.65,0,10971,3335,0,469,167,21,743
5344,2020-08-10 16:00:00,2020-08-10 12:00:00,16802,286.75,0,11880,3350,0,628,180,30,735
5345,2020-08-10 17:00:00,2020-08-10 13:00:00,17735,287.91,0,12649,3334,9,782,182,44,734
5346,2020-08-10 18:00:00,2020-08-10 14:00:00,18580,287.21,3,13271,3321,15,1019,172,52,726
5347,2020-08-10 19:00:00,2020-08-10 15:00:00,19417,287.59,2,13945,3334,5,1174,165,60,732
5348,2020-08-10 20:00:00,2020-08-10 16:00:00,19976,285.32,1,14251,3327,18,1425,150,76,728
5349,2020-08-10 21:00:00,2020-08-10 17:00:00,20567,284.64,3,14584,3334,69,1621,125,87,744
5350,2020-08-10 22:00:00,2020-08-10 18:00:00,20893,286.37,3,14813,3316,130,1692,68,93,778
5351,2020-08-10 23:00:00,2020-08-10 19:00:00,20170,289.15,3,14485,3294,107,1423,20,95,742
5352,2020-08-11 00:00:00,2020-08-10 20:00:00,19248,291.54,1,14025,3307,16,1063,3,111,722
5353,2020-08-11 01:00:00,2020-08-10 21:00:00,18310,298.37,0,13639,3297,31,533,0,107,703
5354,2020-08-11 02:00:00,2020-08-10 22:00:00,17047,296.64,0,12545,3297,19,356,0,121,708
5355,2020-08-11 03:00:00,2020-08-10 23:00:00,15846,291.29,0,11370,3307,5,309,0,147,707
5356,2020-08-11 04:00:00,2020-08-11 00:00:00,14487,283.73,0,10009,3308,2,285,0,176,706
5357,2020-08-11 05:00:00,2020-08-11 01:00:00,13912,278.86,0,9450,3314,0,283,0,199,666
5358,2020-08-11 06:00:00,2020-08-11 02:00:00,13040,272.96,0,8616,3293,0,274,0,211,646
5359,2020-08-11 07:00:00,2020-08-11 03:00:00,12260,266.85,0,7860,3294,0,272,0,202,632
5360,2020-08-11 08:00:00,2020-08-11 04:00:00,11839,263.32,0,7431,3306,0,271,0,191,640
5361,2020-08-11 09:00:00,2020-08-11 05:00:00,12110,266.86,0,7704,3321,0,276,0,146,663
5362,2020-08-11 10:00:00,2020-08-11 06:00:00,12417,270.58,0,7991,3325,0,279,0,121,701
5363,2020-08-11 11:00:00,2020-08-11 07:00:00,13417,277.1,0,8937,3346,0,286,4,129,715
5364,2020-08-11 12:00:00,2020-08-11 08:00:00,14575,284.57,0,10094,3346,0,282,29,106,718
5365,2020-08-11 13:00:00,2020-08-11 09:00:00,15465,289.8,0,11012,3344,0,260,77,64,709
5366,2020-08-11 14:00:00,2020-08-11 10:00:00,16469,294.11,0,11977,3333,0,269,134,39,717
5367,2020-08-11 15:00:00,2020-08-11 11:00:00,17249,295.58,0,12661,3345,9,308,168,44,713
5368,2020-08-11 16:00:00,2020-08-11 12:00:00,18147,298.5,7,13563,3325,0,311,174,83,684
5369,2020-08-11 17:00:00,2020-08-11 13:00:00,18731,297.12,5,13975,3328,3,450,168,124,677
5370,2020-08-11 18:00:00,2020-08-11 14:00:00,19054,294.45,4,14105,3313,4,612,173,170,673
5371,2020-08-11 19:00:00,2020-08-11 15:00:00,19602,286.66,4,14164,3321,4,1077,166,216,650
5372,2020-08-11 20:00:00,2020-08-11 16:00:00,20024,282.79,2,14249,3326,51,1324,157,275,641
5373,2020-08-11 21:00:00,2020-08-11 17:00:00,20469,280.8,3,14343,3316,171,1565,125,304,642
5374,2020-08-11 22:00:00,2020-08-11 18:00:00,20952,279.16,6,14457,3320,298,1809,84,327,651
5375,2020-08-11 23:00:00,2020-08-11 19:00:00,20446,284.26,6,14359,3285,294,1502,31,317,653
5376,2020-08-12 00:00:00,2020-08-11 20:00:00,19335,287.84,6,13766,3277,232,1011,4,390,649
5377,2020-08-12 01:00:00,2020-08-11 21:00:00,18631,291.99,7,13546,3293,176,563,0,435,611
5378,2020-08-12 02:00:00,2020-08-11 22:00:00,17443,291.56,6,12758,3282,31,292,0,469,606
5379,2020-08-12 03:00:00,2020-08-11 23:00:00,16017,285.39,0,11408,3269,5,270,0,459,605
5380,2020-08-12 04:00:00,2020-08-12 00:00:00,14580,276.7,0,9974,3282,3,269,0,456,596
5381,2020-08-12 05:00:00,2020-08-12 01:00:00,13715,272.0,0,9153,3309,0,265,0,390,598
5382,2020-08-12 06:00:00,2020-08-12 02:00:00,13200,268.7,0,8649,3301,0,268,0,379,603
5383,2020-08-12 07:00:00,2020-08-12 03:00:00,12938,268.01,0,8422,3305,0,265,0,335,611
5384,2020-08-12 08:00:00,2020-08-12 04:00:00,12632,265.94,0,8122,3301,0,267,0,326,616
5385,2020-08-12 09:00:00,2020-08-12 05:00:00,12714,266.22,0,8178,3317,0,263,0,332,624
5386,2020-08-12 10:00:00,2020-08-12 06:00:00,13177,269.21,0,8613,3326,0,263,0,348,627
5387,2020-08-12 11:00:00,2020-08-12 07:00:00,13882,274.93,0,9337,3326,0,276,3,310,629
5388,2020-08-12 12:00:00,2020-08-12 08:00:00,14388,277.21,0,9794,3330,1,348,25,257,634
5389,2020-08-12 13:00:00,2020-08-12 09:00:00,15312,279.75,0,10589,3333,1,466,75,213,635
5390,2020-08-12 14:00:00,2020-08-12 10:00:00,16040,284.43,0,11354,3334,2,435,128,160,627
5391,2020-08-12 15:00:00,2020-08-12 11:00:00,16733,290.34,0,12169,3324,6,343,162,114,614
5392,2020-08-12 16:00:00,2020-08-12 12:00:00,17272,291.98,0,12679,3322,11,349,177,130,604
5393,2020-08-12 17:00:00,2020-08-12 13:00:00,17901,293.83,1,13254,3318,7,371,167,170,612
5394,2020-08-12 18:00:00,2020-08-12 14:00:00,18911,288.18,4,13772,3323,6,823,172,205,607
