,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_other_production_forecast
2120,03/30/2019 08:00:00,2019-03-30 04:00:00,223.53,0,2760,3970,0,825,0,165,638,0
2121,03/30/2019 09:00:00,2019-03-30 05:00:00,225.73,0,2843,3979,0,836,0,140,628,0
2122,03/30/2019 10:00:00,2019-03-30 06:00:00,227.65,0,2932,3999,0,824,0,184,637,0
2123,03/30/2019 11:00:00,2019-03-30 07:00:00,225.15,0,3013,3980,0,903,0,307,627,0
2124,03/30/2019 12:00:00,2019-03-30 08:00:00,236.16,0,3545,3989,0,984,1,399,632,0
2125,03/30/2019 13:00:00,2019-03-30 09:00:00,237.4,2,3712,3982,0,1137,7,388,628,0
2126,03/30/2019 14:00:00,2019-03-30 10:00:00,240.11,4,3869,3975,0,1233,20,355,629,0
2127,03/30/2019 15:00:00,2019-03-30 11:00:00,230.04,1,3520,3944,0,1315,29,310,614,0
2128,03/30/2019 16:00:00,2019-03-30 12:00:00,233.95,0,3357,3966,0,1007,55,244,637,0
2129,03/30/2019 17:00:00,2019-03-30 13:00:00,236.44,0,3448,3966,0,939,68,299,638,0
2130,03/30/2019 18:00:00,2019-03-30 14:00:00,224.02,2,3029,3955,0,906,56,390,643,0
2131,03/30/2019 19:00:00,2019-03-30 15:00:00,216.29,9,2808,3978,0,922,55,441,653,0
2132,03/30/2019 20:00:00,2019-03-30 16:00:00,221.15,9,3016,3971,0,985,50,454,653,0
2133,03/30/2019 21:00:00,2019-03-30 17:00:00,221.76,3,3122,3982,0,985,43,570,666,0
2134,03/30/2019 22:00:00,2019-03-30 18:00:00,226.11,6,3368,3986,0,1089,26,605,667,0
2135,03/30/2019 23:00:00,2019-03-30 19:00:00,225.95,3,3558,3994,0,1278,5,674,669,0
2136,03/31/2019 00:00:00,2019-03-30 20:00:00,235.18,2,3877,3976,0,1292,1,627,671,0
2137,03/31/2019 01:00:00,2019-03-30 21:00:00,233.06,2,3891,3959,0,1429,1,629,670,0
2138,03/31/2019 02:00:00,2019-03-30 22:00:00,234.25,1,3659,3912,0,1134,1,606,659,0
2139,03/31/2019 03:00:00,2019-03-30 23:00:00,223.81,1,3176,3962,0,938,1,641,666,0
2140,03/31/2019 04:00:00,2019-03-31 00:00:00,211.04,0,2697,3933,0,918,1,619,667,0
2141,03/31/2019 05:00:00,2019-03-31 01:00:00,179.08,3,1815,3953,0,889,1,670,662,0
2142,03/31/2019 06:00:00,2019-03-31 02:00:00,171.98,1,1660,3943,0,894,1,707,660,0
2143,03/31/2019 07:00:00,2019-03-31 03:00:00,165.2,0,1505,3974,0,885,1,717,665,0
2144,03/31/2019 08:00:00,2019-03-31 04:00:00,166.24,1,1555,3964,0,864,1,803,665,0
2145,03/31/2019 09:00:00,2019-03-31 05:00:00,163.2,2,1447,3976,0,822,1,755,664,0
2146,03/31/2019 10:00:00,2019-03-31 06:00:00,165.32,3,1556,3964,0,887,1,860,671,0
2147,03/31/2019 11:00:00,2019-03-31 07:00:00,171.27,4,1734,3985,0,943,1,854,672,0
2148,03/31/2019 12:00:00,2019-03-31 08:00:00,190.9,3,2321,4021,0,949,6,904,678,0
2149,03/31/2019 13:00:00,2019-03-31 09:00:00,193.97,0,2415,3957,0,945,24,922,668,0
2150,03/31/2019 14:00:00,2019-03-31 10:00:00,189.9,1,2244,3972,0,930,47,808,663,0
2151,03/31/2019 15:00:00,2019-03-31 11:00:00,191.91,0,2434,4006,0,1067,26,880,664,0
2152,03/31/2019 16:00:00,2019-03-31 12:00:00,213.13,0,3210,4018,0,1196,16,878,669,0
2153,03/31/2019 17:00:00,2019-03-31 13:00:00,228.49,2,3766,3975,0,1269,16,799,659,0
2154,03/31/2019 18:00:00,2019-03-31 14:00:00,235.86,1,3907,3958,0,1145,14,756,663,0
2155,03/31/2019 19:00:00,2019-03-31 15:00:00,237.08,2,3862,3945,1,1062,11,747,663,0
2156,03/31/2019 20:00:00,2019-03-31 16:00:00,239.28,2,4061,3982,0,1088,8,812,666,0
2157,03/31/2019 21:00:00,2019-03-31 17:00:00,233.42,4,3924,3959,0,1262,6,787,660,0
2158,03/31/2019 22:00:00,2019-03-31 18:00:00,228.69,7,3918,3960,0,1492,8,778,650,0
2159,03/31/2019 23:00:00,2019-03-31 19:00:00,227.51,6,3876,3957,0,1419,4,856,649,0
2160,04/01/2019 00:00:00,2019-03-31 20:00:00,230.94,5,4058,3969,0,1482,1,833,650,0
2161,04/01/2019 01:00:00,2019-03-31 21:00:00,231.7,5,4115,3949,0,1576,1,800,653,0
2162,04/01/2019 02:00:00,2019-03-31 22:00:00,233.57,6,3901,3941,0,1211,1,810,651,0
2163,04/01/2019 03:00:00,2019-03-31 23:00:00,231.05,6,3567,3921,0,914,1,835,650,0
2164,04/01/2019 04:00:00,2019-04-01 00:00:00,214.62,4,2977,3941,0,883,1,824,644,0
2165,04/01/2019 05:00:00,2019-04-01 01:00:00,208.27,3,2766,3951,0,866,1,824,644,0
2166,04/01/2019 06:00:00,2019-04-01 02:00:00,211.62,0,2866,3981,0,853,1,785,644,0
2167,04/01/2019 07:00:00,2019-04-01 03:00:00,216.59,0,3055,3977,0,859,1,809,642,0
2168,04/01/2019 08:00:00,2019-04-01 04:00:00,212.81,0,2950,3956,0,846,1,878,644,0
2169,04/01/2019 09:00:00,2019-04-01 05:00:00,212.04,0,2978,4022,0,855,1,890,649,0
2170,04/01/2019 10:00:00,2019-04-01 06:00:00,235.27,0,3820,3980,0,930,1,830,642,0
2171,04/01/2019 11:00:00,2019-04-01 07:00:00,250.71,1,4812,3999,0,1207,1,875,637,0
2172,04/01/2019 12:00:00,2019-04-01 08:00:00,252.29,1,5366,3970,0,1699,9,891,631,0
2173,04/01/2019 13:00:00,2019-04-01 09:00:00,257.79,3,5255,3928,0,1326,35,871,624,0
2174,04/01/2019 14:00:00,2019-04-01 10:00:00,246,1,4536,3926,0,1111,63,907,625,0
2175,04/01/2019 15:00:00,2019-04-01 11:00:00,230.34,1,3921,3955,0,1100,78,956,630,0
2176,04/01/2019 16:00:00,2019-04-01 12:00:00,225.15,0,3668,3940,0,1033,95,955,627,0
2177,04/01/2019 17:00:00,2019-04-01 13:00:00,222.18,1,3572,3944,0,1034,104,962,624,0
2178,04/01/2019 18:00:00,2019-04-01 14:00:00,216.7,2,3429,3956,0,1076,104,975,615,0
2179,04/01/2019 19:00:00,2019-04-01 15:00:00,215.23,3,3383,3943,0,1092,107,987,616,0
2180,04/01/2019 20:00:00,2019-04-01 16:00:00,215.9,2,3383,3959,0,1094,110,957,627,0
2181,04/01/2019 21:00:00,2019-04-01 17:00:00,229.24,3,3879,3975,0,1033,87,1015,637,0
2182,04/01/2019 22:00:00,2019-04-01 18:00:00,244.35,0,4502,3988,0,1039,54,989,639,0
2183,04/01/2019 23:00:00,2019-04-01 19:00:00,262.98,0,5460,3974,0,1145,24,954,634,0
2184,04/02/2019 00:00:00,2019-04-01 20:00:00,260.76,1,5849,3968,0,1756,16,841,626,0
2185,04/02/2019 01:00:00,2019-04-01 21:00:00,257.63,2,5737,3935,0,1964,16,736,624,0
2186,04/02/2019 02:00:00,2019-04-01 22:00:00,261.63,0,5347,3923,0,1424,16,694,625,0
2187,04/02/2019 03:00:00,2019-04-01 23:00:00,247.48,0,4317,3921,0,1065,16,687,619,0
2188,04/02/2019 04:00:00,2019-04-02 00:00:00,232.1,0,3610,3931,0,1005,16,665,627,0
2189,04/02/2019 05:00:00,2019-04-02 01:00:00,215.72,1,3008,3939,0,1039,16,610,627,0
2190,04/02/2019 06:00:00,2019-04-02 02:00:00,217.39,1,3005,3952,0,1041,16,500,620,0
2191,04/02/2019 07:00:00,2019-04-02 03:00:00,217.91,4,2934,3944,0,1038,1,472,644,0
2192,04/02/2019 08:00:00,2019-04-02 04:00:00,223.18,2,3087,3954,0,1023,0,457,652,0
2193,04/02/2019 09:00:00,2019-04-02 05:00:00,233.3,3,3355,3958,0,980,0,384,650,0
2194,04/02/2019 10:00:00,2019-04-02 06:00:00,246.08,2,3936,3964,0,1095,0,378,658,0
2195,04/02/2019 11:00:00,2019-04-02 07:00:00,249.81,4,4793,4005,0,1822,0,367,662,0
2196,04/02/2019 12:00:00,2019-04-02 08:00:00,254.42,3,5031,3941,0,1963,14,300,666,0
2197,04/02/2019 13:00:00,2019-04-02 09:00:00,255.35,0,4769,3922,0,1730,45,189,655,0
2198,04/02/2019 14:00:00,2019-04-02 10:00:00,258.47,0,4562,3927,15,1379,85,148,643,0
2199,04/02/2019 15:00:00,2019-04-02 11:00:00,254.24,0,4201,3933,3,1067,101,232,638,0
2200,04/02/2019 16:00:00,2019-04-02 12:00:00,244.42,2,3891,3947,0,1064,112,323,643,0
2201,04/02/2019 17:00:00,2019-04-02 13:00:00,239.71,2,3703,3926,0,1057,115,338,638,0
2202,04/02/2019 18:00:00,2019-04-02 14:00:00,236.26,2,3670,3961,0,1080,115,404,643,0
2203,04/02/2019 19:00:00,2019-04-02 15:00:00,237.26,0,3731,3932,0,1081,112,448,640,0
2204,04/02/2019 20:00:00,2019-04-02 16:00:00,237.73,2,3860,3992,0,1119,106,514,654,0
2205,04/02/2019 21:00:00,2019-04-02 17:00:00,247.13,0,4254,3970,0,1135,64,555,657,0
2206,04/02/2019 22:00:00,2019-04-02 18:00:00,254.46,0,4878,3968,0,1395,28,638,664,0
2207,04/02/2019 23:00:00,2019-04-02 19:00:00,251.12,0,4918,3941,0,1645,9,640,661,0
2208,04/03/2019 00:00:00,2019-04-02 20:00:00,251.95,0,5092,3949,0,1755,5,633,645,0
2209,04/03/2019 01:00:00,2019-04-02 21:00:00,247.88,1,4990,3922,0,1917,5,599,638,0
2210,04/03/2019 02:00:00,2019-04-02 22:00:00,256.56,0,4753,3908,0,1252,5,585,636,0
2211,04/03/2019 03:00:00,2019-04-02 23:00:00,240.2,0,3903,3914,0,1171,5,542,645,0
2212,04/03/2019 04:00:00,2019-04-03 00:00:00,225.95,0,3238,3896,0,1101,5,466,637,0
2213,04/03/2019 05:00:00,2019-04-03 01:00:00,223.96,0,3106,3948,0,1020,5,426,643,0
2214,04/03/2019 06:00:00,2019-04-03 02:00:00,221.17,0,2965,3930,0,1005,5,413,649,0
2215,04/03/2019 07:00:00,2019-04-03 03:00:00,215.37,0,2803,3939,0,1044,5,383,640,0
2216,04/03/2019 08:00:00,2019-04-03 04:00:00,222.42,2,2969,3938,0,1041,5,268,622,0
2217,04/03/2019 09:00:00,2019-04-03 05:00:00,224.91,7,3041,3954,0,1041,5,252,622,0
2218,04/03/2019 10:00:00,2019-04-03 06:00:00,240.43,2,3637,3959,0,1053,5,270,623,0
2219,04/03/2019 11:00:00,2019-04-03 07:00:00,262.04,0,4849,3981,0,1334,1,261,624,0
2220,04/03/2019 12:00:00,2019-04-03 08:00:00,261.95,3,5340,3948,0,1876,5,247,632,0
2221,04/03/2019 13:00:00,2019-04-03 09:00:00,266.11,4,5362,3914,0,1670,16,258,612,0
2222,04/03/2019 14:00:00,2019-04-03 10:00:00,267.51,1,5133,3874,0,1388,43,237,591,0
2223,04/03/2019 15:00:00,2019-04-03 11:00:00,256.17,2,4311,3908,30,1094,80,250,598,0
2224,04/03/2019 16:00:00,2019-04-03 12:00:00,243.63,10,3841,3938,15,1042,89,315,600,0
2225,04/03/2019 17:00:00,2019-04-03 13:00:00,239.39,13,3720,3933,0,1030,88,359,598,0
2226,04/03/2019 18:00:00,2019-04-03 14:00:00,241.72,9,3861,3954,0,995,87,421,601,0
2227,04/03/2019 19:00:00,2019-04-03 15:00:00,247.03,7,4138,3937,7,973,85,520,596,0
2228,04/03/2019 20:00:00,2019-04-03 16:00:00,244.72,6,4072,3930,0,956,72,595,608,0
2229,04/03/2019 21:00:00,2019-04-03 17:00:00,242.25,2,4076,3979,0,970,54,672,618,0
2230,04/03/2019 22:00:00,2019-04-03 18:00:00,254.38,0,4756,3955,7,1022,31,787,603,0
2231,04/03/2019 23:00:00,2019-04-03 19:00:00,250.49,2,4922,3939,0,1366,9,863,617,0
2232,04/04/2019 00:00:00,2019-04-03 20:00:00,247.41,6,4988,3938,0,1529,1,945,616,0
2233,04/04/2019 01:00:00,2019-04-03 21:00:00,246.75,7,4955,3926,0,1483,1,995,612,0
2234,04/04/2019 02:00:00,2019-04-03 22:00:00,249.09,6,4699,3915,0,1108,1,966,604,0
2235,04/04/2019 03:00:00,2019-04-03 23:00:00,229.84,5,3714,3910,0,953,1,965,617,0
2236,04/04/2019 04:00:00,2019-04-04 00:00:00,203.68,9,2772,3905,0,931,1,1004,625,0
2237,04/04/2019 05:00:00,2019-04-04 01:00:00,202.46,8,2753,3947,0,956,1,1005,640,0
2238,04/04/2019 06:00:00,2019-04-04 02:00:00,206.36,10,2857,3922,0,952,1,1000,638,0
2239,04/04/2019 07:00:00,2019-04-04 03:00:00,208.08,1,2893,3925,0,953,1,958,646,0
2240,04/04/2019 08:00:00,2019-04-04 04:00:00,208.66,2,2910,3923,0,951,1,964,647,0
2241,04/04/2019 09:00:00,2019-04-04 05:00:00,212.07,0,3062,3934,0,958,1,991,647,0
2242,04/04/2019 10:00:00,2019-04-04 06:00:00,219.33,2,3381,3934,0,1042,1,987,642,0
2243,04/04/2019 11:00:00,2019-04-04 07:00:00,227.49,1,4008,3960,0,1411,2,1003,646,0
2244,04/04/2019 12:00:00,2019-04-04 08:00:00,232.83,0,4320,3917,0,1512,13,1020,639,0
2245,04/04/2019 13:00:00,2019-04-04 09:00:00,233.21,0,4111,3903,0,1241,46,1015,646,0
2246,04/04/2019 14:00:00,2019-04-04 10:00:00,233.28,0,4101,3948,0,1154,96,1018,657,0
2247,04/04/2019 15:00:00,2019-04-04 11:00:00,224.05,1,3645,3925,0,1078,114,1006,657,0
2248,04/04/2019 16:00:00,2019-04-04 12:00:00,229.05,0,3794,3920,0,1027,118,1016,668,0
2249,04/04/2019 17:00:00,2019-04-04 13:00:00,224.69,0,3628,3919,0,1038,116,1006,663,0
2250,04/04/2019 18:00:00,2019-04-04 14:00:00,225.19,1,3666,3910,0,1066,117,989,652,0
2251,04/04/2019 19:00:00,2019-04-04 15:00:00,221.87,0,3529,3914,0,1039,118,985,647,0
2252,04/04/2019 20:00:00,2019-04-04 16:00:00,217.11,5,3325,3921,0,1078,112,946,655,0
2253,04/04/2019 21:00:00,2019-04-04 17:00:00,226.5,9,3743,3964,19,1084,91,1059,665,0
2254,04/04/2019 22:00:00,2019-04-04 18:00:00,242.48,5,4458,3940,2,1048,55,1071,631,0
2255,04/04/2019 23:00:00,2019-04-04 19:00:00,245.94,0,4737,3897,0,1289,28,1032,638,0
2256,04/05/2019 00:00:00,2019-04-04 20:00:00,246.95,2,5031,3909,0,1609,20,986,640,0
2257,04/05/2019 01:00:00,2019-04-04 21:00:00,246.34,5,5007,3888,0,1697,20,946,644,0
2258,04/05/2019 02:00:00,2019-04-04 22:00:00,244.59,0,4557,3879,0,1289,20,931,636,0
2259,04/05/2019 03:00:00,2019-04-04 23:00:00,218.16,1,3313,3834,0,1149,20,895,625,0
2260,04/05/2019 04:00:00,2019-04-05 00:00:00,207.55,0,2868,3904,0,997,20,903,644,0
2261,04/05/2019 05:00:00,2019-04-05 01:00:00,197.9,0,2588,3893,0,976,20,903,616,0
2262,04/05/2019 06:00:00,2019-04-05 02:00:00,185.21,0,2206,3892,0,981,20,892,618,0
2263,04/05/2019 07:00:00,2019-04-05 03:00:00,192.9,0,2426,3912,0,986,20,877,623,0
2264,04/05/2019 08:00:00,2019-04-05 04:00:00,200.01,0,2583,3909,0,953,20,816,622,0
2265,04/05/2019 09:00:00,2019-04-05 05:00:00,210.45,0,2935,3947,0,981,20,799,630,0
2266,04/05/2019 10:00:00,2019-04-05 06:00:00,235.19,0,3826,3933,0,1109,20,690,636,0
2267,04/05/2019 11:00:00,2019-04-05 07:00:00,253.06,0,5128,3915,0,1810,21,557,632,0
2268,04/05/2019 12:00:00,2019-04-05 08:00:00,268.06,0,5791,3902,0,1817,33,421,632,0
2269,04/05/2019 13:00:00,2019-04-05 09:00:00,283.03,0,6188,3890,0,1492,54,324,626,0
2270,04/05/2019 14:00:00,2019-04-05 10:00:00,285.22,1,5680,3884,3,1039,77,263,623,0
2271,04/05/2019 15:00:00,2019-04-05 11:00:00,284.21,0,5452,3880,33,1009,85,193,620,0
2272,04/05/2019 16:00:00,2019-04-05 12:00:00,280.66,5,5277,3891,33,1062,90,156,624,0
2273,04/05/2019 17:00:00,2019-04-05 13:00:00,278.55,8,5142,3897,34,1086,83,114,619,0
2274,04/05/2019 18:00:00,2019-04-05 14:00:00,281.28,4,5256,3909,43,1074,80,79,607,0
2275,04/05/2019 19:00:00,2019-04-05 15:00:00,285.39,6,5482,3905,8,1040,72,54,588,0
2276,04/05/2019 20:00:00,2019-04-05 16:00:00,294.83,6,5937,3905,0,981,52,60,588,0
2277,04/05/2019 21:00:00,2019-04-05 17:00:00,291.31,6,5872,3903,0,1079,39,96,600,0
2278,04/05/2019 22:00:00,2019-04-05 18:00:00,288.62,2,6007,3896,0,1262,30,136,598,0
2279,04/05/2019 23:00:00,2019-04-05 19:00:00,287.91,1,6062,3898,0,1288,23,196,606,0
2280,04/06/2019 00:00:00,2019-04-05 20:00:00,288.89,3,6302,3896,0,1294,20,324,602,0
2281,04/06/2019 01:00:00,2019-04-05 21:00:00,278.09,12,6078,3897,0,1541,20,438,606,0
2282,04/06/2019 02:00:00,2019-04-05 22:00:00,268.26,8,5390,3859,0,1352,17,526,599,0
2283,04/06/2019 03:00:00,2019-04-05 23:00:00,252.99,13,4357,3820,0,1067,0,572,589,0
2284,04/06/2019 04:00:00,2019-04-06 00:00:00,226.29,13,3411,3859,0,1164,0,573,588,0
2285,04/06/2019 05:00:00,2019-04-06 01:00:00,199.46,23,2459,3880,0,1170,0,522,604,0
2286,04/06/2019 06:00:00,2019-04-06 02:00:00,189.93,18,2206,3876,0,1223,0,485,600,0
2287,04/06/2019 07:00:00,2019-04-06 03:00:00,199.83,8,2379,3900,0,934,0,517,598,0
2288,04/06/2019 08:00:00,2019-04-06 04:00:00,200.75,11,2384,3893,0,911,0,509,593,0
2289,04/06/2019 09:00:00,2019-04-06 05:00:00,207.73,12,2547,3886,0,917,0,443,589,0
2290,04/06/2019 10:00:00,2019-04-06 06:00:00,208.8,11,2670,3906,0,1069,0,430,598,0
2291,04/06/2019 11:00:00,2019-04-06 07:00:00,207.09,12,2855,3896,0,1431,0,430,591,0
2292,04/06/2019 12:00:00,2019-04-06 08:00:00,216.07,15,3291,3925,0,1622,2,413,593,0
2293,04/06/2019 13:00:00,2019-04-06 09:00:00,228.31,15,3658,3888,0,1564,11,368,586,0
2294,04/06/2019 14:00:00,2019-04-06 10:00:00,234.69,14,3714,3872,0,1411,27,292,588,0
2295,04/06/2019 15:00:00,2019-04-06 11:00:00,228.83,14,3353,3883,0,1229,56,262,588,0
2296,04/06/2019 16:00:00,2019-04-06 12:00:00,225.59,14,3105,3876,0,1015,86,274,585,0
2297,04/06/2019 17:00:00,2019-04-06 13:00:00,228.98,11,3261,3942,0,1008,102,271,599,0
2298,04/06/2019 18:00:00,2019-04-06 14:00:00,234.45,12,3397,3885,0,902,95,321,577,0
2299,04/06/2019 19:00:00,2019-04-06 15:00:00,227.94,12,3194,3866,0,882,95,387,576,0
2300,04/06/2019 20:00:00,2019-04-06 16:00:00,217.53,15,2982,3907,0,961,87,488,587,0
2301,04/06/2019 21:00:00,2019-04-06 17:00:00,222.26,13,3243,3913,0,998,71,588,589,0
2302,04/06/2019 22:00:00,2019-04-06 18:00:00,222.06,12,3318,3926,0,1116,53,590,593,0
2303,04/06/2019 23:00:00,2019-04-06 19:00:00,224.19,10,3582,3909,0,1413,22,577,591,0
2304,04/07/2019 00:00:00,2019-04-06 20:00:00,222.21,8,3746,3907,0,1699,0,635,595,0
2305,04/07/2019 01:00:00,2019-04-06 21:00:00,223.43,6,3766,3872,0,1729,0,587,589,0
2306,04/07/2019 02:00:00,2019-04-06 22:00:00,226.43,7,3580,3867,0,1404,0,530,591,0
2307,04/07/2019 03:00:00,2019-04-06 23:00:00,209.11,5,2853,3875,0,1186,0,569,594,0
2308,04/07/2019 04:00:00,2019-04-07 00:00:00,198.46,7,2377,3849,0,1002,0,548,594,0
2309,04/07/2019 05:00:00,2019-04-07 01:00:00,192.58,7,2165,3905,0,893,0,476,579,0
2310,04/07/2019 06:00:00,2019-04-07 02:00:00,190.35,5,2188,3883,0,875,0,492,525,0
2311,04/07/2019 07:00:00,2019-04-07 03:00:00,186.18,4,2104,3868,0,866,0,503,507,0
2312,04/07/2019 08:00:00,2019-04-07 04:00:00,188.9,5,2225,3904,0,874,0,499,490,0
2313,04/07/2019 09:00:00,2019-04-07 05:00:00,193.8,3,2379,3898,0,902,0,502,488,0
2314,04/07/2019 10:00:00,2019-04-07 06:00:00,196.49,2,2443,3900,0,948,0,450,493,0
2315,04/07/2019 11:00:00,2019-04-07 07:00:00,200.69,4,2585,3878,0,1066,0,408,495,0
2316,04/07/2019 12:00:00,2019-04-07 08:00:00,204.88,2,2720,3912,0,1111,8,333,494,0
2317,04/07/2019 13:00:00,2019-04-07 09:00:00,201.89,4,2668,3880,0,1230,27,285,488,0
2318,04/07/2019 14:00:00,2019-04-07 10:00:00,203.78,6,2801,3903,0,1257,54,306,477,0
2319,04/07/2019 15:00:00,2019-04-07 11:00:00,208.17,5,2954,3883,0,1230,67,345,471,0
2320,04/07/2019 16:00:00,2019-04-07 12:00:00,206.15,4,2804,3852,0,974,83,463,467,0
2321,04/07/2019 17:00:00,2019-04-07 13:00:00,194.29,5,2488,3848,0,935,79,554,465,0
2322,04/07/2019 18:00:00,2019-04-07 14:00:00,204.52,3,2883,3927,0,987,86,593,480,0
2323,04/07/2019 19:00:00,2019-04-07 15:00:00,211.81,2,3071,3907,0,983,71,564,481,0
2324,04/07/2019 20:00:00,2019-04-07 16:00:00,215.73,5,3096,3880,0,942,76,496,482,0
2325,04/07/2019 21:00:00,2019-04-07 17:00:00,230.21,7,3603,3928,0,968,56,469,489,0
2326,04/07/2019 22:00:00,2019-04-07 18:00:00,240.18,6,4084,3900,0,1214,33,388,487,0
2327,04/07/2019 23:00:00,2019-04-07 19:00:00,244.99,4,4255,3901,0,1278,15,312,489,0
2328,04/08/2019 00:00:00,2019-04-07 20:00:00,237.22,4,4397,3915,0,1812,0,302,481,0
2329,04/08/2019 01:00:00,2019-04-07 21:00:00,231.04,6,4184,3846,0,1937,0,314,481,0
2330,04/08/2019 02:00:00,2019-04-07 22:00:00,235.22,3,3796,3826,0,1293,0,287,479,0
2331,04/08/2019 03:00:00,2019-04-07 23:00:00,235.26,5,3463,3844,0,918,0,258,484,0
2332,04/08/2019 04:00:00,2019-04-08 00:00:00,215.44,4,2756,3843,0,913,0,219,500,0
2333,04/08/2019 05:00:00,2019-04-08 01:00:00,201.42,4,2370,3856,0,906,0,260,510,0
2334,04/08/2019 06:00:00,2019-04-08 02:00:00,194.1,0,2236,3918,0,919,0,344,536,0
2335,04/08/2019 07:00:00,2019-04-08 03:00:00,210.26,2,2673,3899,0,913,0,358,542,0
2336,04/08/2019 08:00:00,2019-04-08 04:00:00,213.06,2,2777,3889,0,913,0,392,541,0
2337,04/08/2019 09:00:00,2019-04-08 05:00:00,224.97,0,3245,3947,0,925,0,432,545,0
2338,04/08/2019 10:00:00,2019-04-08 06:00:00,242.66,1,3954,3912,0,975,0,461,533,0
2339,04/08/2019 11:00:00,2019-04-08 07:00:00,263.36,0,4999,3925,0,1027,0,537,538,0
2340,04/08/2019 12:00:00,2019-04-08 08:00:00,286.15,2,6299,3906,0,1055,1,582,538,0
2341,04/08/2019 13:00:00,2019-04-08 09:00:00,284.58,3,6502,3877,0,1440,1,459,531,0
2342,04/08/2019 14:00:00,2019-04-08 10:00:00,284.35,1,6457,3872,0,1392,5,470,525,0
2343,04/08/2019 15:00:00,2019-04-08 11:00:00,284.04,5,6720,3863,0,1606,6,507,533,0
2344,04/08/2019 16:00:00,2019-04-08 12:00:00,287.39,8,6869,3700,0,1730,8,528,549,0
2345,04/08/2019 17:00:00,2019-04-08 13:00:00,290.67,10,6843,3479,0,1837,12,487,560,0
2346,04/08/2019 18:00:00,2019-04-08 14:00:00,291.61,10,6536,3434,0,1597,12,495,557,0
2347,04/08/2019 19:00:00,2019-04-08 15:00:00,295.61,9,6558,3444,0,1375,12,531,556,0
2348,04/08/2019 20:00:00,2019-04-08 16:00:00,301.12,12,6714,3460,0,1230,11,527,558,0
2349,04/08/2019 21:00:00,2019-04-08 17:00:00,300.06,7,6735,3497,0,1275,6,508,562,0
2350,04/08/2019 22:00:00,2019-04-08 18:00:00,298.1,3,6848,3663,0,1339,4,447,569,0
2351,04/08/2019 23:00:00,2019-04-08 19:00:00,298.81,4,6889,3746,0,1369,1,333,567,0
2352,04/09/2019 00:00:00,2019-04-08 20:00:00,296.99,5,6910,3797,0,1503,0,263,574,0
2353,04/09/2019 01:00:00,2019-04-08 21:00:00,292.14,5,6494,3798,0,1498,0,211,582,0
2354,04/09/2019 02:00:00,2019-04-08 22:00:00,282.78,6,5642,3768,0,1267,0,228,570,0
2355,04/09/2019 03:00:00,2019-04-08 23:00:00,261.17,4,4485,3789,0,1144,0,223,553,0
2356,04/09/2019 04:00:00,2019-04-09 00:00:00,237.38,5,3523,3833,0,1152,0,154,544,0
2357,04/09/2019 05:00:00,2019-04-09 01:00:00,236.14,6,3365,3854,0,1082,0,95,554,0
2358,04/09/2019 06:00:00,2019-04-09 02:00:00,237.16,4,3252,3855,0,938,0,76,563,0
2359,04/09/2019 07:00:00,2019-04-09 03:00:00,231.81,6,3086,3863,0,905,0,72,540,0
2360,04/09/2019 08:00:00,2019-04-09 04:00:00,231.13,3,3091,3878,0,903,0,81,539,0
2361,04/09/2019 09:00:00,2019-04-09 05:00:00,238.29,8,3380,3909,0,951,0,72,540,0
2362,04/09/2019 10:00:00,2019-04-09 06:00:00,255.8,4,4122,3950,0,973,0,90,547,0
2363,04/09/2019 11:00:00,2019-04-09 07:00:00,281.63,0,5544,3927,0,1142,0,102,539,0
2364,04/09/2019 12:00:00,2019-04-09 08:00:00,287.22,1,6283,3904,0,1496,2,107,542,0
2365,04/09/2019 13:00:00,2019-04-09 09:00:00,294.03,2,6563,3886,0,1424,6,95,546,0
2366,04/09/2019 14:00:00,2019-04-09 10:00:00,293.74,3,6497,3878,0,1432,9,73,554,0
2367,04/09/2019 15:00:00,2019-04-09 11:00:00,291.07,2,6192,3869,0,1353,12,55,554,0
2368,04/09/2019 16:00:00,2019-04-09 12:00:00,294.29,0,6154,3875,0,1175,16,54,558,0
2369,04/09/2019 17:00:00,2019-04-09 13:00:00,293.71,9,6132,3889,0,1139,20,75,543,0
2370,04/09/2019 18:00:00,2019-04-09 14:00:00,295.69,4,6336,3890,0,1175,20,95,548,0
2371,04/09/2019 19:00:00,2019-04-09 15:00:00,293.96,5,6251,3876,0,1226,13,86,550,0
2372,04/09/2019 20:00:00,2019-04-09 16:00:00,291.15,1,6145,3880,0,1262,14,83,549,0
2373,04/09/2019 21:00:00,2019-04-09 17:00:00,296.41,1,6413,3889,0,1233,9,72,552,0
2374,04/09/2019 22:00:00,2019-04-09 18:00:00,291.12,3,6671,3905,16,1696,2,67,558,0
2375,04/09/2019 23:00:00,2019-04-09 19:00:00,292.19,4,6903,3875,14,1842,1,73,559,0
2376,04/10/2019 00:00:00,2019-04-09 20:00:00,296.41,0,7135,3875,0,1762,0,97,566,0
2377,04/10/2019 01:00:00,2019-04-09 21:00:00,294.19,3,6861,3858,0,1663,0,114,555,0
2378,04/10/2019 02:00:00,2019-04-09 22:00:00,299.19,2,6420,3835,0,1126,0,103,536,0
