UTC Time,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2019-08-29 11:00:00+00:00,375.0,3224.0,879.0,627.0,455.0,23.0,477.0,199.0,
2019-08-29 12:00:00+00:00,378.0,3287.0,878.0,805.0,444.0,22.0,482.0,225.0,
2019-08-29 13:00:00+00:00,372.0,3032.0,879.0,639.0,163.0,23.0,471.0,303.0,
2019-08-29 14:00:00+00:00,361.0,3096.0,878.0,477.0,82.0,23.0,439.0,401.0,
2019-08-29 15:00:00+00:00,368.0,3008.0,880.0,491.0,51.0,26.0,387.0,498.0,
2019-08-29 16:00:00+00:00,379.0,3113.0,880.0,1087.0,190.0,27.0,296.0,579.0,
2019-08-29 17:00:00+00:00,383.0,3224.0,880.0,1134.0,453.0,28.0,158.0,593.0,
2019-08-29 18:00:00+00:00,384.0,3181.0,879.0,1167.0,485.0,27.0,31.0,551.0,
2019-08-29 19:00:00+00:00,384.0,3117.0,976.0,1125.0,552.0,27.0,0.0,538.0,
2019-08-29 20:00:00+00:00,383.0,2946.0,967.0,747.0,328.0,26.0,0.0,488.0,
2019-08-29 21:00:00+00:00,386.0,2724.0,908.0,531.0,70.0,27.0,0.0,407.0,
2019-08-29 22:00:00+00:00,390.0,2645.0,893.0,574.0,306.0,26.0,0.0,343.0,
2019-08-29 23:00:00+00:00,393.0,2317.0,886.0,177.0,62.0,27.0,0.0,261.0,
2019-08-30 00:00:00+00:00,394.0,2266.0,880.0,29.0,37.0,27.0,0.0,224.0,
2019-08-30 01:00:00+00:00,394.0,2065.0,810.0,18.0,36.0,27.0,0.0,213.0,
2019-08-30 02:00:00+00:00,389.0,2020.0,741.0,21.0,36.0,27.0,0.0,165.0,
2019-08-30 03:00:00+00:00,388.0,2118.0,738.0,21.0,36.0,26.0,0.0,168.0,
2019-08-30 04:00:00+00:00,388.0,2297.0,812.0,30.0,36.0,25.0,0.0,194.0,
2019-08-30 05:00:00+00:00,387.0,2846.0,877.0,347.0,193.0,26.0,0.0,198.0,
2019-08-30 06:00:00+00:00,389.0,3319.0,880.0,349.0,168.0,26.0,21.0,211.0,
2019-08-30 07:00:00+00:00,386.0,3267.0,880.0,331.0,56.0,26.0,150.0,204.0,
2019-08-30 08:00:00+00:00,387.0,3025.0,823.0,248.0,47.0,26.0,284.0,159.0,
2019-08-30 09:00:00+00:00,390.0,3167.0,722.0,313.0,39.0,27.0,380.0,136.0,
2019-08-30 10:00:00+00:00,385.0,3447.0,708.0,286.0,36.0,27.0,439.0,177.0,
2019-08-30 11:00:00+00:00,387.0,3391.0,736.0,298.0,36.0,28.0,468.0,215.0,
2019-08-30 12:00:00+00:00,384.0,3332.0,791.0,280.0,1.0,27.0,479.0,332.0,
2019-08-30 13:00:00+00:00,384.0,2996.0,767.0,357.0,1.0,26.0,468.0,432.0,
2019-08-30 14:00:00+00:00,378.0,3152.0,707.0,310.0,8.0,24.0,444.0,597.0,
2019-08-30 15:00:00+00:00,374.0,3181.0,774.0,351.0,10.0,19.0,390.0,717.0,
2019-08-30 16:00:00+00:00,382.0,3515.0,798.0,460.0,118.0,26.0,298.0,760.0,
2019-08-30 17:00:00+00:00,383.0,3645.0,879.0,996.0,599.0,27.0,160.0,810.0,
2019-08-30 18:00:00+00:00,383.0,3650.0,882.0,1054.0,719.0,27.0,28.0,746.0,
2019-08-30 19:00:00+00:00,380.0,3575.0,903.0,1161.0,615.0,26.0,0.0,757.0,
2019-08-30 20:00:00+00:00,371.0,2938.0,801.0,886.0,109.0,25.0,0.0,692.0,
2019-08-30 21:00:00+00:00,366.0,2971.0,563.0,280.0,6.0,26.0,0.0,645.0,
2019-08-30 22:00:00+00:00,358.0,2938.0,393.0,821.0,35.0,25.0,0.0,558.0,
2019-08-30 23:00:00+00:00,356.0,2406.0,327.0,880.0,35.0,26.0,0.0,382.0,
2019-08-31 00:00:00+00:00,353.0,2330.0,322.0,374.0,35.0,26.0,0.0,286.0,
2019-08-31 01:00:00+00:00,355.0,2318.0,186.0,149.0,53.0,26.0,0.0,329.0,
2019-08-31 02:00:00+00:00,351.0,2351.0,63.0,92.0,59.0,27.0,0.0,394.0,
2019-08-31 03:00:00+00:00,347.0,2267.0,23.0,19.0,40.0,26.0,0.0,407.0,
2019-08-31 04:00:00+00:00,343.0,2199.0,18.0,16.0,1.0,26.0,0.0,427.0,
2019-08-31 05:00:00+00:00,346.0,2092.0,17.0,19.0,1.0,26.0,0.0,520.0,
2019-08-31 06:00:00+00:00,368.0,2220.0,13.0,139.0,6.0,27.0,19.0,555.0,
2019-08-31 07:00:00+00:00,386.0,2416.0,14.0,306.0,19.0,30.0,141.0,466.0,
2019-08-31 08:00:00+00:00,390.0,2246.0,17.0,422.0,12.0,32.0,274.0,397.0,
2019-08-31 09:00:00+00:00,394.0,2322.0,15.0,645.0,4.0,34.0,374.0,350.0,
2019-08-31 10:00:00+00:00,389.0,2385.0,15.0,691.0,1.0,35.0,433.0,348.0,
2019-08-31 11:00:00+00:00,393.0,2423.0,15.0,685.0,1.0,35.0,467.0,387.0,
2019-08-31 12:00:00+00:00,395.0,2459.0,16.0,667.0,5.0,35.0,476.0,519.0,
2019-08-31 13:00:00+00:00,390.0,2259.0,18.0,604.0,7.0,35.0,470.0,717.0,
2019-08-31 14:00:00+00:00,393.0,2320.0,15.0,413.0,6.0,35.0,443.0,898.0,
2019-08-31 15:00:00+00:00,385.0,2364.0,16.0,310.0,1.0,35.0,385.0,1062.0,
2019-08-31 16:00:00+00:00,388.0,2640.0,18.0,287.0,1.0,35.0,291.0,1049.0,
2019-08-31 17:00:00+00:00,388.0,2799.0,15.0,696.0,56.0,35.0,150.0,990.0,
2019-08-31 18:00:00+00:00,391.0,2706.0,17.0,862.0,82.0,35.0,26.0,949.0,
2019-08-31 19:00:00+00:00,389.0,2907.0,17.0,1021.0,186.0,34.0,0.0,999.0,
2019-08-31 20:00:00+00:00,395.0,2544.0,16.0,945.0,101.0,34.0,0.0,1024.0,
2019-08-31 21:00:00+00:00,387.0,2425.0,16.0,676.0,35.0,32.0,0.0,988.0,
2019-08-31 22:00:00+00:00,383.0,1578.0,15.0,798.0,35.0,34.0,0.0,1006.0,
2019-08-31 23:00:00+00:00,392.0,905.0,15.0,626.0,35.0,35.0,0.0,996.0,
2019-09-01 00:00:00+00:00,392.0,900.0,15.0,255.0,35.0,34.0,0.0,952.0,
2019-09-01 01:00:00+00:00,390.0,917.0,13.0,194.0,35.0,32.0,0.0,877.0,
2019-09-01 02:00:00+00:00,386.0,946.0,12.0,47.0,35.0,32.0,0.0,845.0,
2019-09-01 03:00:00+00:00,380.0,969.0,12.0,17.0,1.0,32.0,0.0,878.0,
2019-09-01 04:00:00+00:00,386.0,901.0,12.0,17.0,1.0,33.0,0.0,915.0,
2019-09-01 05:00:00+00:00,385.0,903.0,13.0,16.0,1.0,32.0,0.0,868.0,
2019-09-01 06:00:00+00:00,388.0,925.0,12.0,17.0,1.0,34.0,18.0,849.0,
2019-09-01 07:00:00+00:00,392.0,969.0,12.0,127.0,11.0,35.0,141.0,707.0,
2019-09-01 08:00:00+00:00,395.0,884.0,13.0,186.0,17.0,35.0,280.0,564.0,
2019-09-01 09:00:00+00:00,395.0,925.0,13.0,498.0,9.0,33.0,386.0,451.0,
2019-09-01 10:00:00+00:00,397.0,963.0,13.0,526.0,1.0,34.0,446.0,418.0,
2019-09-01 11:00:00+00:00,386.0,899.0,11.0,592.0,1.0,32.0,475.0,399.0,
2019-09-01 12:00:00+00:00,381.0,839.0,12.0,476.0,1.0,32.0,483.0,483.0,
2019-09-01 13:00:00+00:00,377.0,870.0,14.0,257.0,1.0,32.0,473.0,634.0,
2019-09-01 14:00:00+00:00,381.0,919.0,12.0,28.0,1.0,33.0,443.0,704.0,
2019-09-01 15:00:00+00:00,378.0,894.0,12.0,21.0,1.0,32.0,389.0,859.0,
2019-09-01 16:00:00+00:00,376.0,922.0,12.0,18.0,2.0,33.0,290.0,921.0,
2019-09-01 17:00:00+00:00,378.0,1012.0,12.0,184.0,8.0,34.0,153.0,945.0,
2019-09-01 18:00:00+00:00,375.0,1033.0,12.0,373.0,47.0,33.0,25.0,990.0,
2019-09-01 19:00:00+00:00,379.0,1043.0,12.0,728.0,258.0,33.0,0.0,946.0,
2019-09-01 20:00:00+00:00,377.0,995.0,12.0,413.0,184.0,31.0,0.0,992.0,
2019-09-01 21:00:00+00:00,379.0,990.0,12.0,372.0,36.0,33.0,0.0,1164.0,
2019-09-01 22:00:00+00:00,377.0,847.0,11.0,64.0,1.0,35.0,0.0,1554.0,
2019-09-01 23:00:00+00:00,377.0,817.0,12.0,14.0,1.0,35.0,0.0,2221.0,
2019-09-02 00:00:00+00:00,370.0,830.0,14.0,15.0,1.0,35.0,0.0,2688.0,
2019-09-02 01:00:00+00:00,367.0,855.0,13.0,16.0,1.0,34.0,0.0,2847.0,
2019-09-02 02:00:00+00:00,369.0,856.0,13.0,18.0,1.0,35.0,0.0,2946.0,
2019-09-02 03:00:00+00:00,363.0,887.0,12.0,17.0,1.0,35.0,0.0,2885.0,
2019-09-02 04:00:00+00:00,362.0,941.0,12.0,15.0,2.0,35.0,0.0,2757.0,
2019-09-02 05:00:00+00:00,363.0,1274.0,12.0,21.0,46.0,35.0,0.0,2742.0,
2019-09-02 06:00:00+00:00,361.0,1962.0,11.0,734.0,220.0,35.0,20.0,2721.0,
2019-09-02 07:00:00+00:00,363.0,2596.0,12.0,710.0,62.0,35.0,153.0,2545.0,
2019-09-02 08:00:00+00:00,366.0,2847.0,12.0,233.0,44.0,35.0,296.0,2193.0,
2019-09-02 09:00:00+00:00,370.0,2665.0,12.0,247.0,3.0,34.0,394.0,1807.0,
2019-09-02 10:00:00+00:00,365.0,2556.0,11.0,235.0,1.0,35.0,448.0,1402.0,
2019-09-02 11:00:00+00:00,365.0,2676.0,12.0,188.0,1.0,34.0,474.0,1101.0,
2019-09-02 12:00:00+00:00,358.0,2582.0,12.0,176.0,12.0,34.0,478.0,840.0,
2019-09-02 13:00:00+00:00,360.0,2777.0,13.0,187.0,14.0,34.0,467.0,540.0,
2019-09-02 14:00:00+00:00,369.0,2933.0,12.0,199.0,47.0,34.0,436.0,339.0,
2019-09-02 15:00:00+00:00,371.0,2881.0,11.0,338.0,43.0,34.0,382.0,268.0,
2019-09-02 16:00:00+00:00,350.0,2843.0,11.0,352.0,77.0,34.0,295.0,294.0,
2019-09-02 17:00:00+00:00,347.0,2919.0,11.0,575.0,71.0,35.0,155.0,355.0,
2019-09-02 18:00:00+00:00,353.0,2974.0,11.0,568.0,76.0,35.0,24.0,450.0,
2019-09-02 19:00:00+00:00,358.0,2851.0,11.0,638.0,131.0,35.0,0.0,814.0,
2019-09-02 20:00:00+00:00,360.0,2389.0,11.0,362.0,13.0,35.0,0.0,1239.0,
2019-09-02 21:00:00+00:00,357.0,2032.0,12.0,340.0,7.0,35.0,0.0,1603.0,
2019-09-02 22:00:00+00:00,357.0,1647.0,11.0,106.0,2.0,35.0,0.0,1799.0,
2019-09-02 23:00:00+00:00,359.0,1272.0,12.0,97.0,1.0,35.0,0.0,1841.0,
2019-09-03 00:00:00+00:00,365.0,1275.0,12.0,118.0,1.0,35.0,0.0,1775.0,
2019-09-03 01:00:00+00:00,362.0,1292.0,12.0,119.0,1.0,34.0,0.0,1747.0,
2019-09-03 02:00:00+00:00,367.0,1365.0,11.0,35.0,1.0,34.0,0.0,1714.0,
2019-09-03 03:00:00+00:00,370.0,1438.0,12.0,18.0,1.0,34.0,0.0,1657.0,
2019-09-03 04:00:00+00:00,368.0,2055.0,12.0,57.0,4.0,34.0,0.0,1582.0,
2019-09-03 05:00:00+00:00,364.0,2524.0,12.0,301.0,10.0,32.0,0.0,1472.0,
2019-09-03 06:00:00+00:00,358.0,2827.0,11.0,392.0,10.0,32.0,17.0,1381.0,
2019-09-03 07:00:00+00:00,361.0,3091.0,10.0,576.0,16.0,31.0,140.0,1117.0,
2019-09-03 08:00:00+00:00,372.0,3326.0,10.0,673.0,5.0,32.0,280.0,823.0,
2019-09-03 09:00:00+00:00,373.0,3412.0,11.0,765.0,7.0,31.0,377.0,517.0,
2019-09-03 10:00:00+00:00,381.0,3516.0,11.0,831.0,60.0,33.0,437.0,294.0,
2019-09-03 11:00:00+00:00,385.0,3415.0,11.0,817.0,377.0,35.0,463.0,172.0,
2019-09-03 12:00:00+00:00,380.0,3381.0,11.0,660.0,254.0,34.0,470.0,125.0,
2019-09-03 13:00:00+00:00,359.0,3439.0,11.0,601.0,260.0,34.0,462.0,196.0,
2019-09-03 14:00:00+00:00,360.0,3438.0,11.0,711.0,316.0,34.0,429.0,283.0,
2019-09-03 15:00:00+00:00,364.0,3343.0,12.0,715.0,341.0,34.0,377.0,352.0,
2019-09-03 16:00:00+00:00,369.0,3356.0,11.0,728.0,310.0,35.0,285.0,494.0,
2019-09-03 17:00:00+00:00,367.0,3555.0,10.0,967.0,875.0,34.0,146.0,644.0,
2019-09-03 18:00:00+00:00,374.0,3565.0,10.0,1021.0,805.0,35.0,22.0,695.0,
2019-09-03 19:00:00+00:00,377.0,3571.0,11.0,1102.0,548.0,35.0,0.0,695.0,
2019-09-03 20:00:00+00:00,383.0,3319.0,11.0,1094.0,297.0,35.0,0.0,677.0,
2019-09-03 21:00:00+00:00,387.0,3070.0,11.0,745.0,94.0,35.0,0.0,713.0,
2019-09-03 22:00:00+00:00,391.0,2817.0,11.0,810.0,15.0,35.0,0.0,689.0,
2019-09-03 23:00:00+00:00,392.0,2293.0,11.0,337.0,70.0,34.0,0.0,608.0,
2019-09-04 00:00:00+00:00,388.0,2168.0,13.0,188.0,71.0,35.0,0.0,507.0,
2019-09-04 01:00:00+00:00,380.0,2104.0,11.0,256.0,108.0,34.0,0.0,461.0,
2019-09-04 02:00:00+00:00,383.0,2021.0,12.0,439.0,112.0,34.0,0.0,441.0,
2019-09-04 03:00:00+00:00,382.0,2222.0,11.0,369.0,54.0,33.0,0.0,450.0,
2019-09-04 04:00:00+00:00,379.0,2274.0,11.0,266.0,56.0,33.0,0.0,525.0,
2019-09-04 05:00:00+00:00,377.0,2926.0,11.0,437.0,476.0,33.0,0.0,570.0,
2019-09-04 06:00:00+00:00,370.0,3238.0,10.0,736.0,603.0,33.0,15.0,655.0,
2019-09-04 07:00:00+00:00,364.0,3278.0,10.0,849.0,527.0,34.0,134.0,585.0,
2019-09-04 08:00:00+00:00,360.0,3253.0,11.0,863.0,403.0,34.0,277.0,399.0,
2019-09-04 09:00:00+00:00,363.0,3180.0,11.0,916.0,335.0,35.0,373.0,261.0,
2019-09-04 10:00:00+00:00,366.0,3251.0,11.0,1023.0,310.0,34.0,433.0,225.0,
2019-09-04 11:00:00+00:00,363.0,3236.0,11.0,1173.0,278.0,34.0,461.0,301.0,
2019-09-04 12:00:00+00:00,356.0,3146.0,10.0,1053.0,77.0,34.0,468.0,458.0,
2019-09-04 13:00:00+00:00,355.0,3134.0,12.0,1015.0,87.0,34.0,452.0,673.0,
2019-09-04 14:00:00+00:00,351.0,3120.0,14.0,969.0,87.0,33.0,403.0,893.0,
2019-09-04 15:00:00+00:00,350.0,3073.0,14.0,792.0,74.0,33.0,355.0,1160.0,
2019-09-04 16:00:00+00:00,344.0,2956.0,11.0,594.0,40.0,32.0,265.0,1364.0,
2019-09-04 17:00:00+00:00,352.0,2832.0,9.0,333.0,2.0,34.0,138.0,1436.0,
2019-09-04 18:00:00+00:00,354.0,2903.0,10.0,473.0,2.0,35.0,18.0,1438.0,
2019-09-04 19:00:00+00:00,354.0,3196.0,10.0,751.0,109.0,35.0,0.0,1438.0,
2019-09-04 20:00:00+00:00,354.0,3010.0,11.0,707.0,31.0,34.0,0.0,1492.0,
2019-09-04 21:00:00+00:00,364.0,1883.0,11.0,377.0,42.0,35.0,0.0,1754.0,
2019-09-04 22:00:00+00:00,371.0,1277.0,10.0,170.0,1.0,35.0,0.0,2203.0,
2019-09-04 23:00:00+00:00,370.0,965.0,10.0,167.0,1.0,35.0,0.0,2644.0,
2019-09-05 00:00:00+00:00,369.0,901.0,13.0,8.0,1.0,35.0,0.0,2994.0,
2019-09-05 01:00:00+00:00,369.0,877.0,11.0,9.0,1.0,35.0,0.0,3186.0,
2019-09-05 02:00:00+00:00,374.0,1001.0,11.0,10.0,1.0,35.0,0.0,3286.0,
2019-09-05 03:00:00+00:00,371.0,966.0,10.0,9.0,1.0,34.0,0.0,3246.0,
2019-09-05 04:00:00+00:00,375.0,1185.0,10.0,8.0,1.0,34.0,0.0,3208.0,
2019-09-05 05:00:00+00:00,381.0,1331.0,11.0,82.0,1.0,34.0,0.0,3326.0,
2019-09-05 06:00:00+00:00,383.0,1576.0,11.0,399.0,3.0,32.0,16.0,3413.0,
2019-09-05 07:00:00+00:00,383.0,1599.0,10.0,435.0,124.0,34.0,143.0,3342.0,
2019-09-05 08:00:00+00:00,377.0,1541.0,10.0,355.0,161.0,35.0,290.0,3156.0,
2019-09-05 09:00:00+00:00,363.0,1459.0,10.0,374.0,142.0,35.0,393.0,3001.0,
2019-09-05 10:00:00+00:00,352.0,1590.0,11.0,671.0,106.0,35.0,450.0,2834.0,
2019-09-05 11:00:00+00:00,362.0,1601.0,13.0,703.0,105.0,34.0,473.0,2599.0,
2019-09-05 12:00:00+00:00,368.0,1521.0,13.0,444.0,105.0,34.0,477.0,2432.0,
2019-09-05 13:00:00+00:00,364.0,1455.0,13.0,523.0,106.0,34.0,466.0,2254.0,
2019-09-05 14:00:00+00:00,375.0,1471.0,14.0,556.0,149.0,35.0,431.0,2082.0,
2019-09-05 15:00:00+00:00,377.0,1549.0,14.0,565.0,179.0,33.0,375.0,2002.0,
2019-09-05 16:00:00+00:00,373.0,1402.0,14.0,323.0,297.0,31.0,281.0,1942.0,
2019-09-05 17:00:00+00:00,381.0,1481.0,14.0,382.0,308.0,32.0,141.0,2028.0,
2019-09-05 18:00:00+00:00,392.0,1516.0,14.0,520.0,229.0,32.0,19.0,2271.0,
2019-09-05 19:00:00+00:00,389.0,1559.0,14.0,871.0,258.0,33.0,0.0,2768.0,
2019-09-05 20:00:00+00:00,381.0,1477.0,12.0,383.0,143.0,35.0,0.0,3052.0,
2019-09-05 21:00:00+00:00,389.0,1248.0,10.0,367.0,71.0,35.0,0.0,3126.0,
2019-09-05 22:00:00+00:00,387.0,1017.0,10.0,40.0,2.0,34.0,0.0,3189.0,
2019-09-05 23:00:00+00:00,388.0,881.0,11.0,11.0,1.0,35.0,0.0,3218.0,
2019-09-06 00:00:00+00:00,388.0,841.0,11.0,10.0,1.0,35.0,0.0,3225.0,
2019-09-06 01:00:00+00:00,387.0,836.0,12.0,12.0,1.0,35.0,0.0,3237.0,
2019-09-06 02:00:00+00:00,387.0,848.0,10.0,11.0,1.0,35.0,0.0,3360.0,
2019-09-06 03:00:00+00:00,387.0,867.0,11.0,12.0,1.0,34.0,0.0,3448.0,
2019-09-06 04:00:00+00:00,387.0,978.0,11.0,11.0,2.0,33.0,0.0,3460.0,
2019-09-06 05:00:00+00:00,385.0,1219.0,11.0,51.0,11.0,33.0,0.0,3421.0,
2019-09-06 06:00:00+00:00,383.0,1513.0,10.0,81.0,11.0,33.0,15.0,3459.0,
2019-09-06 07:00:00+00:00,382.0,1565.0,10.0,133.0,1.0,35.0,133.0,3241.0,
2019-09-06 08:00:00+00:00,380.0,1450.0,12.0,325.0,1.0,34.0,280.0,2842.0,
2019-09-06 09:00:00+00:00,370.0,1465.0,13.0,208.0,27.0,29.0,381.0,2381.0,
2019-09-06 10:00:00+00:00,363.0,1408.0,12.0,267.0,45.0,34.0,437.0,1974.0,
2019-09-06 11:00:00+00:00,353.0,1474.0,13.0,404.0,77.0,35.0,468.0,1607.0,
2019-09-06 12:00:00+00:00,344.0,1498.0,14.0,420.0,64.0,36.0,477.0,1364.0,
2019-09-06 13:00:00+00:00,378.0,1502.0,14.0,474.0,55.0,36.0,468.0,1044.0,
2019-09-06 14:00:00+00:00,377.0,1481.0,14.0,455.0,55.0,35.0,431.0,882.0,
2019-09-06 15:00:00+00:00,375.0,1484.0,14.0,491.0,55.0,34.0,369.0,903.0,
2019-09-06 16:00:00+00:00,378.0,1489.0,14.0,433.0,65.0,33.0,266.0,982.0,
2019-09-06 17:00:00+00:00,386.0,1449.0,12.0,414.0,196.0,33.0,124.0,1177.0,
2019-09-06 18:00:00+00:00,392.0,1489.0,13.0,562.0,255.0,34.0,20.0,1614.0,
2019-09-06 19:00:00+00:00,386.0,1383.0,14.0,507.0,157.0,34.0,0.0,2353.0,
2019-09-06 20:00:00+00:00,387.0,1249.0,14.0,321.0,23.0,34.0,0.0,2812.0,
2019-09-06 21:00:00+00:00,384.0,1073.0,11.0,169.0,7.0,34.0,0.0,3022.0,
2019-09-06 22:00:00+00:00,368.0,985.0,10.0,172.0,1.0,33.0,0.0,3074.0,
2019-09-06 23:00:00+00:00,347.0,597.0,10.0,173.0,1.0,34.0,0.0,2991.0,
2019-09-07 00:00:00+00:00,353.0,581.0,12.0,167.0,1.0,34.0,0.0,3027.0,
2019-09-07 01:00:00+00:00,377.0,665.0,12.0,107.0,1.0,35.0,0.0,3122.0,
2019-09-07 02:00:00+00:00,391.0,714.0,10.0,68.0,1.0,34.0,0.0,3128.0,
2019-09-07 03:00:00+00:00,395.0,693.0,10.0,10.0,1.0,34.0,0.0,3146.0,
2019-09-07 04:00:00+00:00,387.0,676.0,10.0,8.0,2.0,33.0,0.0,3307.0,
2019-09-07 05:00:00+00:00,382.0,654.0,10.0,13.0,22.0,32.0,0.0,3408.0,
2019-09-07 06:00:00+00:00,382.0,897.0,10.0,19.0,53.0,32.0,15.0,3422.0,
2019-09-07 07:00:00+00:00,382.0,1395.0,10.0,230.0,37.0,33.0,143.0,3113.0,
2019-09-07 08:00:00+00:00,382.0,1521.0,10.0,241.0,66.0,33.0,291.0,2839.0,
2019-09-07 09:00:00+00:00,382.0,1606.0,9.0,79.0,123.0,34.0,394.0,2528.0,
2019-09-07 10:00:00+00:00,384.0,1751.0,9.0,133.0,57.0,34.0,452.0,2021.0,
2019-09-07 11:00:00+00:00,377.0,1776.0,10.0,192.0,77.0,34.0,478.0,1584.0,
2019-09-07 12:00:00+00:00,382.0,1491.0,10.0,186.0,2.0,33.0,478.0,1244.0,
2019-09-07 13:00:00+00:00,385.0,1465.0,10.0,169.0,28.0,33.0,444.0,847.0,
2019-09-07 14:00:00+00:00,386.0,1475.0,9.0,194.0,32.0,32.0,399.0,619.0,
2019-09-07 15:00:00+00:00,376.0,1549.0,10.0,223.0,37.0,32.0,349.0,483.0,
2019-09-07 16:00:00+00:00,370.0,1695.0,11.0,251.0,54.0,32.0,271.0,444.0,
2019-09-07 17:00:00+00:00,371.0,1712.0,10.0,436.0,63.0,32.0,134.0,543.0,
2019-09-07 18:00:00+00:00,370.0,1698.0,9.0,696.0,251.0,33.0,17.0,779.0,
2019-09-07 19:00:00+00:00,355.0,1796.0,10.0,619.0,407.0,33.0,0.0,1127.0,
2019-09-07 20:00:00+00:00,344.0,1812.0,11.0,544.0,110.0,33.0,0.0,1285.0,
2019-09-07 21:00:00+00:00,347.0,1483.0,10.0,292.0,1.0,33.0,0.0,1470.0,
2019-09-07 22:00:00+00:00,345.0,1008.0,10.0,241.0,1.0,33.0,0.0,1750.0,
2019-09-07 23:00:00+00:00,359.0,788.0,10.0,181.0,1.0,33.0,0.0,2012.0,
2019-09-08 00:00:00+00:00,358.0,876.0,12.0,53.0,1.0,33.0,0.0,2114.0,
2019-09-08 01:00:00+00:00,362.0,940.0,11.0,10.0,1.0,34.0,0.0,2072.0,
2019-09-08 02:00:00+00:00,364.0,964.0,10.0,14.0,1.0,33.0,0.0,1928.0,
2019-09-08 03:00:00+00:00,347.0,975.0,10.0,24.0,1.0,32.0,0.0,1856.0,
2019-09-08 04:00:00+00:00,330.0,959.0,10.0,44.0,2.0,28.0,0.0,1757.0,
2019-09-08 05:00:00+00:00,339.0,935.0,9.0,49.0,11.0,30.0,0.0,1651.0,
2019-09-08 06:00:00+00:00,357.0,937.0,9.0,47.0,13.0,33.0,12.0,1588.0,
2019-09-08 07:00:00+00:00,365.0,949.0,9.0,23.0,3.0,34.0,127.0,1431.0,
2019-09-08 08:00:00+00:00,365.0,1138.0,9.0,26.0,4.0,33.0,278.0,1018.0,
2019-09-08 09:00:00+00:00,366.0,1392.0,10.0,237.0,2.0,32.0,383.0,617.0,
2019-09-08 10:00:00+00:00,350.0,1725.0,10.0,317.0,44.0,31.0,446.0,341.0,
2019-09-08 11:00:00+00:00,354.0,1942.0,9.0,173.0,54.0,31.0,473.0,190.0,
2019-09-08 12:00:00+00:00,365.0,2003.0,9.0,145.0,55.0,31.0,470.0,177.0,
2019-09-08 13:00:00+00:00,360.0,1988.0,9.0,24.0,55.0,31.0,446.0,195.0,
2019-09-08 14:00:00+00:00,354.0,2036.0,10.0,11.0,2.0,31.0,396.0,221.0,
2019-09-08 15:00:00+00:00,356.0,2025.0,10.0,86.0,1.0,32.0,320.0,309.0,
2019-09-08 16:00:00+00:00,359.0,1963.0,9.0,54.0,26.0,32.0,248.0,495.0,
2019-09-08 17:00:00+00:00,355.0,2273.0,9.0,478.0,96.0,33.0,111.0,601.0,
2019-09-08 18:00:00+00:00,359.0,2308.0,9.0,839.0,232.0,33.0,13.0,623.0,
2019-09-08 19:00:00+00:00,359.0,2250.0,10.0,940.0,322.0,33.0,0.0,653.0,
2019-09-08 20:00:00+00:00,358.0,2177.0,10.0,645.0,80.0,33.0,0.0,606.0,
2019-09-08 21:00:00+00:00,363.0,2307.0,9.0,329.0,31.0,34.0,0.0,445.0,
2019-09-08 22:00:00+00:00,365.0,2310.0,9.0,387.0,18.0,34.0,0.0,380.0,
2019-09-08 23:00:00+00:00,363.0,2204.0,10.0,100.0,1.0,34.0,0.0,407.0,
2019-09-09 00:00:00+00:00,358.0,2225.0,12.0,9.0,1.0,34.0,0.0,467.0,
2019-09-09 01:00:00+00:00,359.0,2224.0,12.0,32.0,1.0,33.0,0.0,579.0,
2019-09-09 02:00:00+00:00,359.0,2188.0,10.0,92.0,1.0,33.0,0.0,645.0,
2019-09-09 03:00:00+00:00,359.0,2236.0,10.0,183.0,19.0,34.0,0.0,580.0,
2019-09-09 04:00:00+00:00,351.0,2394.0,10.0,191.0,28.0,30.0,0.0,599.0,
2019-09-09 05:00:00+00:00,339.0,2473.0,10.0,669.0,104.0,27.0,0.0,614.0,
2019-09-09 06:00:00+00:00,339.0,2754.0,10.0,1014.0,564.0,25.0,14.0,589.0,
2019-09-09 07:00:00+00:00,351.0,3033.0,10.0,1279.0,674.0,25.0,132.0,553.0,
2019-09-09 08:00:00+00:00,356.0,3298.0,9.0,1164.0,283.0,32.0,272.0,359.0,
2019-09-09 09:00:00+00:00,348.0,3362.0,9.0,1047.0,245.0,35.0,373.0,247.0,
2019-09-09 10:00:00+00:00,345.0,3215.0,11.0,743.0,75.0,35.0,436.0,398.0,
2019-09-09 11:00:00+00:00,358.0,3144.0,10.0,774.0,43.0,35.0,473.0,626.0,
2019-09-09 12:00:00+00:00,356.0,3153.0,10.0,227.0,35.0,35.0,483.0,917.0,
2019-09-09 13:00:00+00:00,356.0,3196.0,10.0,482.0,35.0,36.0,469.0,1216.0,
2019-09-09 14:00:00+00:00,343.0,3004.0,10.0,204.0,35.0,35.0,426.0,1670.0,
2019-09-09 15:00:00+00:00,352.0,3150.0,10.0,369.0,1.0,36.0,326.0,2203.0,
2019-09-09 16:00:00+00:00,360.0,2856.0,10.0,355.0,7.0,36.0,215.0,2532.0,
2019-09-09 17:00:00+00:00,364.0,2980.0,10.0,341.0,19.0,35.0,89.0,2592.0,
