,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore,Wind Onshore,Solar,Other renewable,Hydro Water Reservoir,Fossil Hard coal,Geothermal,Fossil Hard coal 
2019-10-05 05:00:00+02:00,366.0,2070.0,4324.0,0.0,,53.0,24.0,7638.0,208.0,36.0,73.0,230.0,,0.0,,,,,
2019-10-05 06:00:00+02:00,410.0,2242.0,4290.0,0.0,,56.0,24.0,7637.0,208.0,40.0,76.0,157.0,,1.0,,,,,
2019-10-05 07:00:00+02:00,484.0,2390.0,4516.0,0.0,,60.0,24.0,7638.0,212.0,58.0,79.0,195.0,,88.0,,,,,
2019-10-05 08:00:00+02:00,501.0,2415.0,4686.0,,,60.0,24.0,7638.0,211.0,66.0,75.0,247.0,,336.0,,,,,
2019-10-05 09:00:00+02:00,497.0,2420.0,4768.0,,0.0,60.0,24.0,7639.0,224.0,68.0,75.0,213.0,,652.0,,,,,
2019-10-05 10:00:00+02:00,510.0,2450.0,4743.0,,,59.0,24.0,7641.0,224.0,70.0,73.0,207.0,,945.0,,,,,
2019-10-05 11:00:00+02:00,510.0,2417.0,4627.0,0.0,,60.0,24.0,7646.0,227.0,70.0,61.0,265.0,,1166.0,,,,,
2019-10-05 12:00:00+02:00,515.0,2429.0,4397.0,0.0,,60.0,24.0,7645.0,236.0,68.0,53.0,262.0,,1314.0,,,,,
2019-10-05 13:00:00+02:00,513.0,2441.0,4542.0,0.0,,60.0,24.0,7644.0,240.0,68.0,55.0,258.0,,1033.0,,,,,
2019-10-05 14:00:00+02:00,516.0,2422.0,4921.0,,,59.0,24.0,7646.0,240.0,65.0,52.0,135.0,,736.0,,,,,
2019-10-05 15:00:00+02:00,510.0,2437.0,4922.0,0.0,,56.0,24.0,7649.0,240.0,64.0,53.0,263.0,,625.0,,,,,
2019-10-05 16:00:00+02:00,518.0,2415.0,5057.0,0.0,,56.0,24.0,7652.0,245.0,66.0,65.0,269.0,,317.0,,,,,
2019-10-05 17:00:00+02:00,506.0,2305.0,4807.0,0.0,,55.0,24.0,7652.0,244.0,67.0,75.0,647.0,,86.0,,,,,
2019-10-05 18:00:00+02:00,520.0,2303.0,4676.0,0.0,,56.0,24.0,7652.0,232.0,67.0,74.0,1167.0,,2.0,,,,,
2019-10-05 19:00:00+02:00,508.0,2403.0,4572.0,0.0,,56.0,24.0,7652.0,228.0,65.0,76.0,1426.0,,0.0,,,,,
2019-10-05 20:00:00+02:00,522.0,2277.0,4666.0,,,56.0,24.0,7649.0,204.0,64.0,75.0,1516.0,,0.0,,,,,
2019-10-05 21:00:00+02:00,514.0,2306.0,4617.0,0.0,,56.0,24.0,7647.0,204.0,63.0,73.0,1602.0,,0.0,,,,,
2019-10-05 22:00:00+02:00,506.0,2270.0,4434.0,0.0,,56.0,24.0,7643.0,204.0,63.0,80.0,1227.0,,0.0,,,,,
2019-10-05 23:00:00+02:00,505.0,2268.0,4284.0,0.0,,52.0,24.0,7643.0,204.0,63.0,75.0,1134.0,,0.0,,,,,
2019-10-06 00:00:00+02:00,499.0,2125.0,4210.0,0.0,,52.0,24.0,7644.0,204.0,58.0,73.0,1571.0,,0.0,,,,,
2019-10-06 01:00:00+02:00,513.0,1973.0,4200.0,0.0,,55.0,24.0,7644.0,208.0,52.0,76.0,1511.0,,0.0,,,,,
2019-10-06 02:00:00+02:00,484.0,1704.0,3976.0,0.0,,56.0,24.0,7649.0,204.0,43.0,72.0,1563.0,,0.0,,,,,
2019-10-06 03:00:00+02:00,382.0,1645.0,3928.0,,,56.0,24.0,7655.0,205.0,29.0,74.0,1533.0,,0.0,,,,,
2019-10-06 04:00:00+02:00,352.0,1651.0,3967.0,,,56.0,24.0,7656.0,208.0,28.0,75.0,1363.0,,0.0,,,,,
2019-10-06 05:00:00+02:00,348.0,1760.0,3713.0,0.0,,56.0,24.0,7653.0,208.0,29.0,73.0,1465.0,,0.0,,,,,
2019-10-06 06:00:00+02:00,383.0,1892.0,3871.0,0.0,,56.0,24.0,7655.0,208.0,39.0,74.0,1546.0,,1.0,,,,,
2019-10-06 07:00:00+02:00,470.0,2090.0,4029.0,0.0,,55.0,24.0,7659.0,212.0,56.0,77.0,1467.0,,118.0,,,,,
2019-10-06 08:00:00+02:00,495.0,2265.0,3916.0,0.0,,56.0,26.0,7663.0,211.0,64.0,72.0,1401.0,,642.0,,,,,
2019-10-06 09:00:00+02:00,510.0,2287.0,3558.0,,,64.0,28.0,7661.0,224.0,68.0,75.0,1282.0,,1270.0,,,,,
2019-10-06 10:00:00+02:00,510.0,2290.0,3451.0,0.0,,67.0,28.0,7661.0,224.0,68.0,73.0,1090.0,,1748.0,,,,,
2019-10-06 11:00:00+02:00,507.0,2308.0,3771.0,0.0,,66.0,28.0,7660.0,227.0,64.0,73.0,794.0,,1886.0,,,,,
2019-10-06 12:00:00+02:00,513.0,2306.0,4059.0,0.0,,68.0,28.0,7657.0,236.0,63.0,67.0,592.0,,1798.0,,,,,
2019-10-06 13:00:00+02:00,516.0,2330.0,4036.0,0.0,,67.0,28.0,7656.0,240.0,64.0,61.0,522.0,,1674.0,,,,,
2019-10-06 14:00:00+02:00,517.0,2302.0,4058.0,0.0,,62.0,28.0,7655.0,240.0,63.0,53.0,478.0,,1486.0,,,,,
2019-10-06 15:00:00+02:00,509.0,2285.0,4056.0,,,60.0,28.0,7655.0,240.0,64.0,52.0,326.0,,1127.0,,,,,
2019-10-06 16:00:00+02:00,511.0,2287.0,4177.0,0.0,,57.0,28.0,7656.0,245.0,64.0,50.0,277.0,,623.0,,,,,
2019-10-06 17:00:00+02:00,500.0,2401.0,4490.0,0.0,,56.0,28.0,7653.0,244.0,64.0,54.0,301.0,,132.0,,,,,
2019-10-06 18:00:00+02:00,501.0,2447.0,4656.0,0.0,,56.0,28.0,7655.0,232.0,64.0,51.0,161.0,,1.0,,,,,
2019-10-06 19:00:00+02:00,501.0,2472.0,4793.0,0.0,,56.0,28.0,7657.0,228.0,64.0,56.0,270.0,,0.0,,,,,
2019-10-06 20:00:00+02:00,509.0,2445.0,4795.0,0.0,,56.0,28.0,7665.0,204.0,60.0,56.0,227.0,,0.0,,,,,
2019-10-06 21:00:00+02:00,505.0,2384.0,4655.0,,,58.0,28.0,7666.0,204.0,60.0,54.0,79.0,,0.0,,,,,
2019-10-06 22:00:00+02:00,510.0,2432.0,4377.0,,0.0,60.0,28.0,7665.0,204.0,63.0,53.0,8.0,,0.0,,,,,
2019-10-06 23:00:00+02:00,506.0,2271.0,4145.0,,,59.0,28.0,7664.0,204.0,61.0,58.0,10.0,,0.0,,,,,
2019-10-07 00:00:00+02:00,507.0,2310.0,4216.0,0.0,,57.0,28.0,7658.0,204.0,60.0,54.0,19.0,,0.0,,,,,
2019-10-07 01:00:00+02:00,509.0,2103.0,4218.0,0.0,,60.0,28.0,7658.0,208.0,56.0,54.0,28.0,,0.0,,,,,
2019-10-07 02:00:00+02:00,488.0,1833.0,4198.0,0.0,,60.0,28.0,7664.0,204.0,45.0,53.0,113.0,,0.0,,,,,
2019-10-07 03:00:00+02:00,371.0,1693.0,4078.0,,,60.0,28.0,7661.0,205.0,32.0,50.0,141.0,,0.0,,,,,
2019-10-07 04:00:00+02:00,353.0,1758.0,4169.0,0.0,,60.0,28.0,7662.0,208.0,29.0,56.0,87.0,,0.0,,,,,
2019-10-07 05:00:00+02:00,387.0,2094.0,4200.0,0.0,,60.0,28.0,7662.0,208.0,36.0,55.0,62.0,,0.0,,,,,
2019-10-07 06:00:00+02:00,456.0,2459.0,4814.0,0.0,,60.0,28.0,7660.0,208.0,52.0,53.0,75.0,,2.0,,,,,
2019-10-07 07:00:00+02:00,479.0,2485.0,5176.0,,,64.0,28.0,7660.0,212.0,58.0,49.0,48.0,,140.0,,,,,
2019-10-07 08:00:00+02:00,481.0,2601.0,5145.0,,0.0,64.0,1.0,7661.0,211.0,64.0,52.0,29.0,,561.0,,,,,
2019-10-07 09:00:00+02:00,492.0,2704.0,4952.0,,0.0,64.0,24.0,7665.0,224.0,63.0,51.0,21.0,,1145.0,,,,,
2019-10-07 10:00:00+02:00,491.0,2643.0,4835.0,,0.0,66.0,28.0,7659.0,224.0,63.0,50.0,22.0,,1643.0,,,,,
2019-10-07 11:00:00+02:00,493.0,2581.0,4848.0,,2.0,68.0,28.0,7665.0,227.0,62.0,52.0,4.0,,1879.0,,,,,
2019-10-07 12:00:00+02:00,477.0,2699.0,4844.0,,4.0,68.0,28.0,7672.0,236.0,59.0,50.0,6.0,,1878.0,,,,,
2019-10-07 13:00:00+02:00,509.0,2695.0,4746.0,,3.0,68.0,28.0,7671.0,240.0,59.0,50.0,7.0,,1796.0,,,,,
2019-10-07 14:00:00+02:00,522.0,2695.0,4731.0,,0.0,65.0,28.0,7671.0,240.0,60.0,51.0,7.0,,1491.0,,,,,
2019-10-07 15:00:00+02:00,505.0,2680.0,4933.0,,0.0,53.0,28.0,7677.0,240.0,64.0,48.0,8.0,,1022.0,,,,,
2019-10-07 16:00:00+02:00,513.0,2668.0,4922.0,,,52.0,28.0,7676.0,245.0,64.0,48.0,9.0,,537.0,,,,,
2019-10-07 17:00:00+02:00,497.0,2622.0,4906.0,,,47.0,28.0,7673.0,244.0,63.0,48.0,6.0,,131.0,,,,,
2019-10-07 18:00:00+02:00,503.0,2653.0,5134.0,,,59.0,28.0,7671.0,232.0,60.0,54.0,11.0,,2.0,,,,,
2019-10-07 19:00:00+02:00,503.0,2707.0,5263.0,,,57.0,28.0,7671.0,228.0,59.0,53.0,76.0,,0.0,,,,,
2019-10-07 20:00:00+02:00,507.0,2609.0,4935.0,,0.0,60.0,28.0,7670.0,204.0,60.0,54.0,139.0,,0.0,,,,,
2019-10-07 21:00:00+02:00,502.0,2576.0,4937.0,,0.0,60.0,28.0,7669.0,204.0,61.0,53.0,111.0,,0.0,,,,,
2019-10-07 22:00:00+02:00,503.0,2509.0,4639.0,,,60.0,28.0,7669.0,204.0,60.0,57.0,49.0,,0.0,,,,,
2019-10-07 23:00:00+02:00,496.0,2514.0,4621.0,0.0,,56.0,28.0,7666.0,204.0,59.0,55.0,11.0,,0.0,,,,,
2019-10-08 00:00:00+02:00,487.0,2512.0,4600.0,,0.0,56.0,28.0,7668.0,208.0,56.0,55.0,15.0,,0.0,,,,,
2019-10-08 01:00:00+02:00,498.0,2475.0,4517.0,,0.0,58.0,28.0,7671.0,208.0,56.0,58.0,27.0,,0.0,,,,,
2019-10-08 02:00:00+02:00,471.0,2228.0,3774.0,,,60.0,28.0,7671.0,204.0,44.0,53.0,25.0,,0.0,,,,,
2019-10-08 03:00:00+02:00,375.0,2032.0,3909.0,,0.0,60.0,28.0,7674.0,204.0,30.0,56.0,18.0,,0.0,,,,,
2019-10-08 04:00:00+02:00,355.0,2090.0,4758.0,,0.0,60.0,28.0,7681.0,204.0,28.0,55.0,16.0,,0.0,,,,,
2019-10-08 05:00:00+02:00,390.0,2381.0,4996.0,,,60.0,28.0,7681.0,208.0,32.0,52.0,18.0,,0.0,,,,,
2019-10-08 06:00:00+02:00,459.0,2580.0,5626.0,,,60.0,28.0,7678.0,208.0,46.0,54.0,60.0,,3.0,,,,,
2019-10-08 07:00:00+02:00,490.0,2645.0,5678.0,,,64.0,28.0,7679.0,208.0,58.0,49.0,160.0,,241.0,,,,,
2019-10-08 08:00:00+02:00,499.0,2671.0,5167.0,,0.0,64.0,28.0,7679.0,208.0,67.0,50.0,214.0,,932.0,,,,,
2019-10-08 09:00:00+02:00,509.0,2676.0,4871.0,,,64.0,28.0,7681.0,228.0,68.0,51.0,165.0,,1679.0,,,,,
2019-10-08 10:00:00+02:00,505.0,2668.0,4670.0,517.0,,64.0,28.0,7684.0,232.0,68.0,49.0,308.0,,2214.0,,,,,
2019-10-08 11:00:00+02:00,506.0,2679.0,4319.0,519.0,,64.0,28.0,7684.0,228.0,69.0,48.0,453.0,,2453.0,,,,,
2019-10-08 12:00:00+02:00,513.0,2718.0,4212.0,,,53.0,28.0,7682.0,228.0,52.0,49.0,544.0,,2526.0,,,,,
2019-10-08 13:00:00+02:00,510.0,2677.0,4187.0,,0.0,62.0,28.0,7679.0,228.0,64.0,49.0,563.0,,2466.0,,,,,
2019-10-08 14:00:00+02:00,517.0,2291.0,4548.0,,0.0,62.0,28.0,7678.0,228.0,64.0,52.0,573.0,,2106.0,,,,,
2019-10-08 15:00:00+02:00,509.0,2523.0,4646.0,,0.0,60.0,28.0,7683.0,228.0,65.0,48.0,623.0,,1554.0,,,,,
2019-10-08 16:00:00+02:00,501.0,2641.0,4845.0,,0.0,60.0,28.0,7687.0,228.0,65.0,48.0,721.0,,826.0,,,,,
2019-10-08 17:00:00+02:00,494.0,2652.0,5058.0,,0.0,63.0,28.0,7691.0,228.0,64.0,49.0,755.0,,193.0,,,,,
2019-10-08 18:00:00+02:00,497.0,2585.0,5250.0,,0.0,63.0,28.0,7689.0,208.0,63.0,54.0,655.0,,3.0,,,,,
2019-10-08 19:00:00+02:00,498.0,2609.0,5394.0,,0.0,68.0,28.0,7686.0,208.0,64.0,54.0,637.0,,0.0,,,,,
2019-10-08 20:00:00+02:00,498.0,2593.0,5318.0,,0.0,68.0,28.0,7684.0,208.0,63.0,56.0,637.0,,0.0,,,,,
2019-10-08 21:00:00+02:00,496.0,2648.0,5416.0,,0.0,68.0,28.0,7680.0,208.0,58.0,56.0,606.0,,0.0,,,,,
2019-10-08 22:00:00+02:00,492.0,2470.0,5386.0,,0.0,68.0,28.0,7679.0,208.0,62.0,51.0,625.0,,0.0,,,,,
2019-10-08 23:00:00+02:00,493.0,2149.0,5609.0,,0.0,64.0,28.0,7678.0,208.0,63.0,50.0,605.0,,0.0,,,,,
2019-10-09 00:00:00+02:00,499.0,1955.0,5602.0,,1.0,64.0,28.0,7683.0,220.0,61.0,51.0,661.0,,0.0,,,,,
2019-10-09 01:00:00+02:00,498.0,1953.0,5376.0,,0.0,63.0,28.0,7681.0,220.0,60.0,56.0,609.0,,0.0,,,,,
2019-10-09 02:00:00+02:00,468.0,1967.0,4333.0,,0.0,60.0,28.0,7679.0,216.0,48.0,59.0,502.0,,0.0,,,,,
2019-10-09 03:00:00+02:00,378.0,1937.0,4103.0,,0.0,60.0,28.0,7677.0,216.0,36.0,61.0,374.0,,0.0,,,,,
2019-10-09 04:00:00+02:00,345.0,1932.0,4235.0,,0.0,60.0,28.0,7678.0,216.0,36.0,58.0,317.0,,0.0,,,,,
2019-10-09 05:00:00+02:00,390.0,1963.0,4932.0,,0.0,60.0,28.0,7675.0,220.0,36.0,52.0,357.0,,0.0,,,,,
2019-10-09 06:00:00+02:00,470.0,1970.0,5166.0,,0.0,64.0,28.0,7672.0,224.0,53.0,51.0,381.0,,2.0,,,,,
2019-10-09 07:00:00+02:00,478.0,1953.0,5400.0,,0.0,68.0,28.0,7673.0,224.0,62.0,53.0,201.0,,212.0,,,,,
2019-10-09 08:00:00+02:00,481.0,1938.0,5034.0,,0.0,68.0,28.0,7675.0,224.0,62.0,54.0,52.0,,880.0,,,,,
2019-10-09 09:00:00+02:00,495.0,1932.0,4892.0,,4.0,62.0,28.0,7677.0,240.0,64.0,51.0,6.0,,1492.0,,,,,
2019-10-09 10:00:00+02:00,505.0,1946.0,4830.0,,,66.0,28.0,7678.0,244.0,62.0,46.0,10.0,,1948.0,,,,,
2019-10-09 11:00:00+02:00,509.0,1936.0,4762.0,504.0,,68.0,28.0,7682.0,240.0,62.0,53.0,19.0,,2237.0,,,,,
2019-10-09 12:00:00+02:00,510.0,1894.0,4745.0,504.0,,68.0,28.0,7679.0,240.0,64.0,58.0,14.0,,2235.0,,,,,
2019-10-09 13:00:00+02:00,531.0,1932.0,4698.0,,,68.0,28.0,7685.0,240.0,62.0,54.0,5.0,,2124.0,,,,,
2019-10-09 14:00:00+02:00,533.0,1959.0,4742.0,,0.0,68.0,28.0,7687.0,240.0,65.0,54.0,4.0,,1888.0,,,,,
2019-10-09 15:00:00+02:00,511.0,1944.0,4656.0,,0.0,68.0,28.0,7689.0,244.0,64.0,50.0,30.0,,1471.0,,,,,
2019-10-09 16:00:00+02:00,518.0,1909.0,4718.0,,0.0,68.0,28.0,7684.0,244.0,64.0,53.0,112.0,,788.0,,,,,
2019-10-09 17:00:00+02:00,514.0,1931.0,4785.0,,0.0,68.0,31.0,7685.0,240.0,64.0,55.0,143.0,,161.0,,,,,
2019-10-09 18:00:00+02:00,518.0,1869.0,5140.0,,0.0,66.0,34.0,7689.0,224.0,64.0,56.0,226.0,,1.0,,,,,
2019-10-09 19:00:00+02:00,515.0,1897.0,5167.0,,0.0,64.0,36.0,7690.0,222.0,61.0,55.0,363.0,,0.0,,,,,
2019-10-09 20:00:00+02:00,526.0,1951.0,4835.0,,0.0,64.0,36.0,7690.0,220.0,60.0,56.0,775.0,,0.0,,,,,
2019-10-09 21:00:00+02:00,522.0,1888.0,4805.0,,0.0,64.0,36.0,7683.0,220.0,60.0,55.0,900.0,,0.0,,,,,
2019-10-09 22:00:00+02:00,520.0,1806.0,4897.0,,0.0,64.0,36.0,7684.0,220.0,60.0,58.0,706.0,,0.0,,,,,
2019-10-09 23:00:00+02:00,522.0,1806.0,4945.0,,0.0,60.0,36.0,7682.0,220.0,61.0,57.0,519.0,,0.0,,,,,
2019-10-10 00:00:00+02:00,524.0,1760.0,5032.0,,0.0,60.0,36.0,7681.0,216.0,60.0,58.0,490.0,,0.0,,,,,
2019-10-10 01:00:00+02:00,520.0,1661.0,4364.0,,0.0,56.0,36.0,7681.0,216.0,60.0,56.0,357.0,,0.0,,,,,
2019-10-10 02:00:00+02:00,501.0,1498.0,3718.0,,3.0,56.0,36.0,7681.0,212.0,45.0,57.0,120.0,,0.0,,,,,
2019-10-10 03:00:00+02:00,364.0,1329.0,4046.0,,2.0,57.0,36.0,7680.0,212.0,29.0,60.0,157.0,,0.0,,,,,
2019-10-10 04:00:00+02:00,359.0,1420.0,4575.0,,0.0,56.0,36.0,7683.0,208.0,28.0,57.0,154.0,,0.0,,,,,
2019-10-10 05:00:00+02:00,402.0,1654.0,4924.0,,0.0,56.0,36.0,7683.0,212.0,32.0,57.0,126.0,,0.0,,,,,
2019-10-10 06:00:00+02:00,489.0,1800.0,4985.0,,0.0,56.0,36.0,7682.0,212.0,49.0,55.0,151.0,,0.0,,,,,
2019-10-10 07:00:00+02:00,510.0,1826.0,5085.0,,0.0,60.0,36.0,7682.0,212.0,57.0,59.0,167.0,,45.0,,,,,
2019-10-10 08:00:00+02:00,519.0,1860.0,5020.0,,0.0,60.0,36.0,7679.0,212.0,62.0,55.0,110.0,,220.0,,,,,
2019-10-10 09:00:00+02:00,528.0,1880.0,5025.0,,1.0,63.0,36.0,7680.0,240.0,63.0,56.0,66.0,,447.0,,,,,
2019-10-10 10:00:00+02:00,520.0,1847.0,5114.0,,4.0,64.0,36.0,7678.0,240.0,61.0,55.0,19.0,,685.0,,,,,
2019-10-10 11:00:00+02:00,518.0,1849.0,5074.0,,1.0,63.0,36.0,7679.0,236.0,60.0,53.0,39.0,,878.0,,,,,
2019-10-10 12:00:00+02:00,516.0,1903.0,5591.0,,1.0,60.0,36.0,7681.0,236.0,60.0,54.0,44.0,,657.0,,,,,
2019-10-10 13:00:00+02:00,517.0,1886.0,5869.0,,0.0,60.0,36.0,7679.0,236.0,60.0,55.0,57.0,,428.0,,,,,
2019-10-10 14:00:00+02:00,519.0,1891.0,5927.0,,,60.0,36.0,7681.0,236.0,60.0,55.0,136.0,,325.0,,,,,
2019-10-10 15:00:00+02:00,513.0,1917.0,5797.0,,0.0,58.0,36.0,7680.0,240.0,60.0,55.0,377.0,,242.0,,,,,
2019-10-10 16:00:00+02:00,515.0,1918.0,5457.0,,,60.0,36.0,7686.0,240.0,60.0,56.0,323.0,,156.0,,,,,
2019-10-10 17:00:00+02:00,522.0,1923.0,5211.0,0.0,,60.0,36.0,7686.0,240.0,60.0,53.0,414.0,,59.0,,,,,
2019-10-10 18:00:00+02:00,519.0,1848.0,5085.0,0.0,,60.0,36.0,7683.0,220.0,56.0,46.0,746.0,,0.0,,,,,
2019-10-10 19:00:00+02:00,525.0,1880.0,4927.0,0.0,,57.0,36.0,7676.0,216.0,57.0,50.0,1025.0,,0.0,,,,,
2019-10-10 20:00:00+02:00,522.0,1842.0,4981.0,,,53.0,33.0,7674.0,216.0,60.0,56.0,827.0,,0.0,,,,,
2019-10-10 21:00:00+02:00,521.0,1818.0,5110.0,,0.0,55.0,32.0,7679.0,216.0,62.0,60.0,694.0,,0.0,,,,,
2019-10-10 22:00:00+02:00,527.0,1881.0,5029.0,,,52.0,32.0,7677.0,216.0,63.0,56.0,481.0,,0.0,,,,,
2019-10-10 23:00:00+02:00,525.0,1893.0,4983.0,0.0,,52.0,32.0,7675.0,216.0,64.0,56.0,425.0,,0.0,,,,,
2019-10-11 00:00:00+02:00,526.0,1838.0,4862.0,,,53.0,32.0,7678.0,228.0,61.0,59.0,653.0,,0.0,,,,,
2019-10-11 01:00:00+02:00,519.0,1831.0,4703.0,,,56.0,32.0,7676.0,228.0,60.0,58.0,616.0,,0.0,,,,,
2019-10-11 02:00:00+02:00,495.0,1585.0,4650.0,,0.0,59.0,32.0,7674.0,224.0,53.0,57.0,556.0,,0.0,,,,,
2019-10-11 03:00:00+02:00,384.0,1344.0,4671.0,,0.0,56.0,32.0,7672.0,224.0,40.0,55.0,456.0,,0.0,,,,,
2019-10-11 04:00:00+02:00,357.0,1378.0,4706.0,,,56.0,32.0,7673.0,224.0,36.0,56.0,381.0,,0.0,,,,,
2019-10-11 05:00:00+02:00,395.0,1631.0,4619.0,,0.0,56.0,36.0,7679.0,228.0,36.0,58.0,281.0,,0.0,,,,,
2019-10-11 06:00:00+02:00,485.0,1688.0,4857.0,,,55.0,36.0,7677.0,228.0,55.0,58.0,201.0,,1.0,,,,,
2019-10-11 07:00:00+02:00,523.0,1789.0,4925.0,,,56.0,36.0,7676.0,228.0,63.0,57.0,254.0,,189.0,,,,,
2019-10-11 08:00:00+02:00,530.0,1701.0,4867.0,,0.0,56.0,36.0,7677.0,228.0,67.0,60.0,224.0,,859.0,,,,,
2019-10-11 09:00:00+02:00,525.0,1710.0,4883.0,,0.0,56.0,38.0,7677.0,248.0,64.0,63.0,75.0,,1555.0,,,,,
2019-10-11 10:00:00+02:00,525.0,1835.0,5019.0,,0.0,56.0,40.0,7327.0,256.0,68.0,63.0,69.0,,2049.0,,,,,
2019-10-11 11:00:00+02:00,473.0,1870.0,5502.0,,0.0,56.0,40.0,6702.0,252.0,69.0,60.0,207.0,,2369.0,,,,,
2019-10-11 12:00:00+02:00,345.0,1872.0,5611.0,,0.0,56.0,40.0,6707.0,252.0,68.0,58.0,274.0,,2427.0,,,,,
2019-10-11 13:00:00+02:00,470.0,1882.0,5552.0,,1.0,56.0,40.0,6717.0,252.0,64.0,61.0,412.0,,2190.0,,,,,
2019-10-11 14:00:00+02:00,523.0,1806.0,4927.0,,0.0,60.0,41.0,6723.0,252.0,67.0,59.0,647.0,,1774.0,,,,,
2019-10-11 15:00:00+02:00,513.0,1879.0,4744.0,,0.0,56.0,43.0,6730.0,252.0,70.0,63.0,783.0,,1299.0,,,,,
2019-10-11 16:00:00+02:00,515.0,1804.0,5062.0,,,56.0,44.0,6728.0,252.0,70.0,63.0,669.0,,728.0,,,,,
2019-10-11 17:00:00+02:00,518.0,1910.0,5145.0,0.0,,56.0,44.0,6727.0,252.0,67.0,62.0,505.0,,171.0,,,,,
2019-10-11 18:00:00+02:00,520.0,1901.0,5529.0,0.0,,56.0,44.0,6725.0,232.0,60.0,65.0,627.0,,1.0,,,,,
2019-10-11 19:00:00+02:00,518.0,1952.0,5569.0,,,56.0,44.0,6723.0,230.0,62.0,69.0,737.0,,0.0,,,,,
2019-10-11 20:00:00+02:00,520.0,1882.0,5463.0,0.0,,56.0,44.0,6717.0,228.0,63.0,61.0,768.0,,0.0,,,,,
2019-10-11 21:00:00+02:00,521.0,1957.0,5522.0,0.0,,56.0,44.0,6718.0,228.0,60.0,66.0,773.0,,0.0,,,,,
2019-10-11 22:00:00+02:00,519.0,2012.0,5497.0,0.0,,50.0,44.0,6720.0,228.0,60.0,58.0,504.0,,0.0,,,,,
2019-10-11 23:00:00+02:00,520.0,1978.0,5617.0,,0.0,48.0,44.0,6726.0,228.0,59.0,60.0,539.0,,0.0,,,,,
2019-10-12 00:00:00+02:00,523.0,2255.0,5446.0,,3.0,48.0,36.0,6729.0,224.0,60.0,57.0,720.0,,0.0,,,,,
2019-10-12 01:00:00+02:00,525.0,2251.0,5353.0,,0.0,52.0,36.0,6721.0,220.0,59.0,62.0,744.0,,0.0,,,,,
2019-10-12 02:00:00+02:00,507.0,2079.0,5240.0,,,52.0,36.0,6725.0,216.0,48.0,64.0,776.0,,0.0,,,,,
2019-10-12 03:00:00+02:00,363.0,1991.0,5141.0,,,52.0,36.0,6723.0,216.0,37.0,61.0,723.0,,0.0,,,,,
2019-10-12 04:00:00+02:00,329.0,2035.0,5064.0,,,52.0,36.0,6809.0,216.0,36.0,59.0,656.0,,0.0,,,,,
2019-10-12 05:00:00+02:00,340.0,1987.0,4227.0,,0.0,52.0,36.0,7060.0,220.0,36.0,60.0,643.0,,0.0,,,,,
2019-10-12 06:00:00+02:00,343.0,2211.0,3463.0,,0.0,52.0,36.0,7259.0,220.0,42.0,60.0,590.0,,1.0,,,,,
2019-10-12 07:00:00+02:00,434.0,2294.0,3506.0,,0.0,55.0,36.0,7268.0,212.0,61.0,59.0,368.0,,172.0,,,,,
2019-10-12 08:00:00+02:00,523.0,2320.0,3263.0,,0.0,56.0,36.0,7410.0,220.0,68.0,61.0,250.0,,777.0,,,,,
2019-10-12 09:00:00+02:00,520.0,2285.0,3114.0,,,56.0,36.0,7608.0,236.0,68.0,60.0,164.0,,1447.0,,,,,
2019-10-12 10:00:00+02:00,530.0,2284.0,2924.0,0.0,,54.0,36.0,7681.0,244.0,68.0,61.0,67.0,,1937.0,,,,,
2019-10-12 11:00:00+02:00,528.0,2314.0,2764.0,0.0,,56.0,36.0,7676.0,240.0,69.0,75.0,,,2283.0,,,,,
2019-10-12 12:00:00+02:00,528.0,2260.0,2705.0,0.0,,56.0,36.0,7676.0,240.0,70.0,80.0,,,2407.0,,,,,
2019-10-12 13:00:00+02:00,524.0,2188.0,2617.0,0.0,,56.0,34.0,7678.0,240.0,68.0,86.0,23.0,,2334.0,,,,,
2019-10-12 14:00:00+02:00,531.0,2100.0,2631.0,0.0,,56.0,36.0,7674.0,240.0,68.0,89.0,81.0,,2067.0,,,,,
2019-10-12 15:00:00+02:00,520.0,2200.0,2633.0,0.0,,56.0,36.0,7667.0,244.0,67.0,96.0,133.0,,1582.0,,,,,
2019-10-12 16:00:00+02:00,525.0,2239.0,2679.0,,,56.0,36.0,7677.0,240.0,64.0,100.0,244.0,,861.0,,,,,
2019-10-12 17:00:00+02:00,525.0,2107.0,2755.0,,,55.0,36.0,7681.0,240.0,63.0,100.0,158.0,,171.0,,,,,
2019-10-12 18:00:00+02:00,515.0,2141.0,3028.0,,0.0,52.0,36.0,7682.0,224.0,63.0,101.0,101.0,,0.0,,,,,
2019-10-12 19:00:00+02:00,516.0,2201.0,3347.0,,0.0,52.0,36.0,7682.0,224.0,62.0,102.0,157.0,,0.0,,,,,
2019-10-12 20:00:00+02:00,522.0,2199.0,3577.0,,,52.0,36.0,7682.0,224.0,63.0,103.0,249.0,,0.0,,,,,
2019-10-12 21:00:00+02:00,519.0,2243.0,4097.0,,0.0,52.0,36.0,7686.0,224.0,64.0,106.0,323.0,,0.0,,,,,
