UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_wind_production_forecast
2020-01-02 09:00:00,7,5121,2270,90,1278,0,2967,0,2265.4
2020-01-02 10:00:00,7,5087,2272,90,1278,0,1981,0,2106.24
2020-01-02 11:00:00,7,5369,2275,91,1278,0,2151,0,1927.16
2020-01-02 12:00:00,8,5664,2272,90,1278,0,2185,0,1644.12
2020-01-02 13:00:00,7,5482,2276,90,1278,0,2279,0,1428.31
2020-01-02 14:00:00,7,5897,2275,91,1278,0,2674,0,1402.17
2020-01-02 15:00:00,5,6619,2273,90,1278,145,2480,0,1369.11
2020-01-02 16:00:00,8,6624,2273,91,1278,3085,1154,0,1094.17
2020-01-02 17:00:00,7,6131,2273,91,1278,5978,679,0,737.22
2020-01-02 18:00:00,6,5619,2272,90,1278,6318,383,0,485.34
2020-01-02 19:00:00,6,5879,2272,84,1278,6926,538,0,337.34
2020-01-02 20:00:00,7,6104,2275,91,1278,6573,565,0,281
2020-01-02 21:00:00,5,6290,2274,92,1278,6760,414,0,244.73
2020-01-02 22:00:00,7,6508,2273,92,1278,6586,305,0,209.36
2020-01-02 23:00:00,5,7088,2274,91,1278,4825,196,0,197.83
2020-01-03 00:00:00,6,8344,2274,90,1278,1416,149,0,175.9
2020-01-03 01:00:00,5,10040,2274,91,1278,51,167,0,159.29
2020-01-03 02:00:00,6,10218,2273,91,1278,50,209,0,158.93
2020-01-03 03:00:00,5,10328,2274,91,1278,49,150,0,134.24
2020-01-03 04:00:00,5,10367,2272,90,1278,10,60,0,105.08
2020-01-03 05:00:00,5,10198,2274,90,1278,0,136,0,94
2020-01-03 06:00:00,6,9773,2268,90,1278,0,118,0,85.95
2020-01-03 07:00:00,5,9266,2270,46,1278,0,164,0,85.3
2020-01-03 08:00:00,6,8651,2269,46,1278,0,164,0,159.4
2020-01-03 09:00:00,6,8428,2267,46,1278,0,200,0,161.92
2020-01-03 10:00:00,6,8355,2270,91,1278,0,169,0,154.75
2020-01-03 11:00:00,6,8188,2271,46,1278,0,226,0,143.46
2020-01-03 12:00:00,7,8352,2271,45,1278,0,137,0,142.49
2020-01-03 13:00:00,7,8465,2268,46,1278,5,173,0,145.32
2020-01-03 14:00:00,6,8767,2269,90,1278,4,185,0,138.94
2020-01-03 15:00:00,6,9349,2269,90,1278,189,156,0,130.07
2020-01-03 16:00:00,4,8799,2268,90,1278,2995,190,0,117
2020-01-03 17:00:00,7,7714,2269,90,1278,5697,125,0,101.66
2020-01-03 18:00:00,7,6698,2268,49,1278,6579,136,0,90.83
2020-01-03 19:00:00,8,6377,2270,50,1278,7549,140,0,81.64
2020-01-03 20:00:00,7,6390,2267,51,1278,7084,139,0,76.26
2020-01-03 21:00:00,7,6322,2267,91,1278,7203,139,0,74.78
2020-01-03 22:00:00,5,6722,2269,91,1278,6713,175,0,76.22
2020-01-03 23:00:00,5,7261,2269,91,1278,5387,214,0,77.45
2020-01-04 00:00:00,6,8172,2266,92,1278,1731,192,0,86.16
2020-01-04 01:00:00,7,9803,2270,91,1278,4,218,0,112.88
2020-01-04 02:00:00,6,9845,2269,91,1278,9,301,0,127.11
2020-01-04 03:00:00,5,9695,2268,91,1278,9,327,0,135.47
2020-01-04 04:00:00,5,9606,2267,90,1278,0,343,0,148.93
2020-01-04 05:00:00,7,9434,2265,91,1278,0,307,0,171.43
2020-01-04 06:00:00,7,9547,2266,90,1278,0,264,0,205.61
2020-01-04 07:00:00,7,8702,2267,46,1278,0,178,0,251.02
2020-01-04 08:00:00,6,7845,2269,90,1278,0,194,0,420.83
2020-01-04 09:00:00,6,6788,2267,91,1278,0,352,0,575.82
2020-01-04 10:00:00,7,6440,2269,91,1278,0,375,0,739.98
2020-01-04 11:00:00,8,5851,2270,90,1278,0,336,0,876.78
2020-01-04 12:00:00,5,5885,2270,90,1278,0,408,0,948.05
2020-01-04 13:00:00,7,5794,2270,90,1278,0,534,0,1023.01
2020-01-04 14:00:00,11,5912,2272,90,1278,0,827,0,1131.41
2020-01-04 15:00:00,12,5873,2271,90,1278,162,1226,0,1238.51
2020-01-04 16:00:00,10,4511,2272,90,1278,3239,1268,0,1277.2
2020-01-04 17:00:00,11,3083,2271,90,1278,6591,1297,0,1234.39
2020-01-04 18:00:00,16,2950,2272,90,1278,7242,1228,0,1189.02
2020-01-04 19:00:00,16,3165,2272,91,1278,7345,1131,0,1233.33
2020-01-04 20:00:00,16,3008,2272,90,1278,7209,1263,0,1305.34
2020-01-04 21:00:00,15,3423,2272,90,1278,7056,1522,0,1314.31
2020-01-04 22:00:00,13,3505,2272,90,1278,6456,1574,0,1268.78
2020-01-04 23:00:00,15,4677,2272,90,1278,5444,1516,0,1131.48
2020-01-05 00:00:00,17,5780,2272,90,1278,1541,1500,0,872.92
2020-01-05 01:00:00,13,6616,2272,91,1278,0,1873,0,667.74
2020-01-05 02:00:00,13,7198,2271,90,1278,0,1831,0,538.23
2020-01-05 03:00:00,13,7182,2271,90,1278,0,1783,0,426.9
2020-01-05 04:00:00,15,7503,2272,90,1278,0,1604,0,336.85
2020-01-05 05:00:00,15,7951,2272,90,1278,0,1333,0,274.26
2020-01-05 06:00:00,13,7975,2271,90,1278,0,1018,0,294.02
2020-01-05 07:00:00,13,7378,2273,90,1278,0,755,0,369.72
2020-01-05 08:00:00,13,6958,2273,90,1278,0,1237,0,678.71
2020-01-05 09:00:00,13,6733,2271,46,1278,0,1171,0,924.73
2020-01-05 10:00:00,13,6701,2274,90,1278,0,1820,0,1241.96
2020-01-05 11:00:00,13,6419,2274,90,1278,0,1642,0,1590.98
2020-01-05 12:00:00,13,6272,2274,90,1278,0,1798,0,1763.75
2020-01-05 13:00:00,14,6730,2273,90,1278,0,1394,0,1760.86
2020-01-05 14:00:00,13,5843,2274,91,1278,0,2454,0,1775.81
2020-01-05 15:00:00,11,6141,2274,91,1278,169,2443,0,1817.08
2020-01-05 16:00:00,12,5236,2273,91,1278,2490,2701,0,1826.51
2020-01-05 17:00:00,14,2652,2274,90,1278,4905,2366,0,1813.68
2020-01-05 18:00:00,14,3219,2273,90,1278,6434,2376,0,1896.52
2020-01-05 19:00:00,11,2683,2274,90,1278,7194,2322,0,2042.84
2020-01-05 20:00:00,13,2722,2273,90,1278,7138,2260,0,2146.56
2020-01-05 21:00:00,13,2485,2274,91,1278,7262,2402,0,2143.71
2020-01-05 22:00:00,13,2350,2274,47,1278,6278,2266,0,2068.02
2020-01-05 23:00:00,13,3508,2274,46,1278,4948,2500,0,1986.45
2020-01-06 00:00:00,12,4859,2273,91,1278,1441,2556,0,1943.82
2020-01-06 01:00:00,12,6704,2274,91,1278,0,2577,0,1956.92
2020-01-06 02:00:00,12,7475,2274,91,1278,0,1991,0,1968.8
2020-01-06 03:00:00,13,8049,2274,90,1278,0,1118,0,1892.3
2020-01-06 04:00:00,12,8266,2274,90,1278,0,805,0,1604.83
2020-01-06 05:00:00,12,8122,2277,90,1278,0,625,0,1205.84
2020-01-06 06:00:00,12,8128,2275,90,1278,0,594,0,905.7
2020-01-06 07:00:00,12,7675,2274,90,1278,0,620,0,786.14
2020-01-06 08:00:00,13,7566,2276,90,1278,0,650,0,517.68
2020-01-06 09:00:00,13,7432,2275,90,1278,0,667,0,481.43
2020-01-06 10:00:00,12,7353,2277,90,1278,0,596,0,451.47
2020-01-06 11:00:00,11,7275,2274,90,1278,0,646,0,430.42
2020-01-06 12:00:00,12,7692,2274,91,1278,0,609,0,410.18
2020-01-06 13:00:00,13,8123,2275,46,1278,0,541,0,386.52
2020-01-06 14:00:00,13,9024,2276,46,1278,0,562,0,359.74
2020-01-06 15:00:00,12,9829,2276,90,1278,157,546,0,336.07
2020-01-06 16:00:00,14,8998,2276,91,1278,3317,431,0,319.54
2020-01-06 17:00:00,14,7198,2276,48,1278,5876,551,0,318.46
2020-01-06 18:00:00,13,6904,2275,91,1278,6703,525,0,338.56
2020-01-06 19:00:00,13,6689,2276,90,1278,6839,299,0,354.78
2020-01-06 20:00:00,12,7509,2274,91,1278,7180,383,0,361.64
2020-01-06 21:00:00,14,7406,2274,91,1278,7403,172,0,348.33
2020-01-06 22:00:00,16,7056,2274,91,1278,7011,158,0,307.47
2020-01-06 23:00:00,15,7818,2275,91,1278,5862,149,0,269.88
2020-01-07 00:00:00,14,9981,2272,90,1278,2139,116,0,255.81
2020-01-07 01:00:00,14,11455,2275,91,1278,0,134,0,248.49
2020-01-07 02:00:00,11,11865,2275,91,1278,0,187,0,243.91
2020-01-07 03:00:00,13,11761,2275,91,1278,0,164,0,242.31
2020-01-07 04:00:00,11,11401,2276,90,1278,0,176,0,234.01
2020-01-07 05:00:00,17,11045,2273,90,1278,0,237,0,224.61
2020-01-07 06:00:00,12,10542,2271,90,1278,0,275,0,220.39
2020-01-07 07:00:00,13,9549,2274,91,1278,0,315,0,215.83
2020-01-07 08:00:00,13,8950,2272,90,1278,0,276,0,226.42
2020-01-07 09:00:00,13,8700,2271,90,1278,0,285,0,213.57
2020-01-07 10:00:00,13,8325,2273,90,1278,0,322,0,197.58
2020-01-07 11:00:00,13,8175,2274,90,1278,0,364,0,189.46
2020-01-07 12:00:00,14,8301,2272,90,1278,0,360,0,187.66
2020-01-07 13:00:00,14,8631,2273,90,1278,0,358,0,186.58
2020-01-07 14:00:00,12,9986,2272,47,1278,0,382,0,180.05
2020-01-07 15:00:00,12,11252,2273,91,1278,119,382,0,167.8
2020-01-07 16:00:00,13,9953,2272,90,1278,3306,284,0,158.9
2020-01-07 17:00:00,15,8120,2274,91,1278,5556,256,0,138.76
2020-01-07 18:00:00,14,7767,2271,90,1278,5981,203,0,124.03
2020-01-07 19:00:00,16,7431,2271,90,1278,6564,189,0,125.66
2020-01-07 20:00:00,19,7605,2274,91,1278,6058,216,0,132.33
2020-01-07 21:00:00,17,7551,2275,91,1278,5819,173,0,155.66
2020-01-07 22:00:00,16,8029,2272,47,1278,4727,145,0,219.72
2020-01-07 23:00:00,16,9152,2270,91,1278,3317,168,0,346.74
2020-01-08 00:00:00,19,10238,2271,91,1278,1264,293,0,500.24
2020-01-08 01:00:00,18,11378,2270,91,1278,0,465,0,640.29
2020-01-08 02:00:00,15,11588,2272,91,1278,0,820,0,759.55
2020-01-08 03:00:00,12,11338,2271,91,1278,0,1311,0,878.15
2020-01-08 04:00:00,13,11495,2274,91,1278,0,1336,0,993.76
2020-01-08 05:00:00,13,10764,2273,90,1278,0,1594,0,1061.89
2020-01-08 06:00:00,13,9686,2270,90,1278,0,1618,0,1157.74
2020-01-08 07:00:00,13,8851,2275,90,1278,0,913,0,1365.33
2020-01-08 08:00:00,13,7570,2275,91,1278,0,1290,0,1356.01
2020-01-08 09:00:00,14,5960,2270,90,1278,0,2407,0,1751.05
2020-01-08 10:00:00,14,5528,2271,90,1278,0,3063,0,2085.67
2020-01-08 11:00:00,15,5065,2273,90,1278,0,3087,0,2266.09
2020-01-08 12:00:00,14,5401,2272,90,1278,0,2623,0,2284.92
2020-01-08 13:00:00,14,5533,2271,90,1278,0,2728,0,2317.1
2020-01-08 14:00:00,14,6250,2273,91,1278,0,3313,0,2394.36
2020-01-08 15:00:00,12,7829,2273,90,1278,133,2845,0,2415.94
2020-01-08 16:00:00,11,7089,2273,90,1278,2776,2463,0,2321.34
2020-01-08 17:00:00,10,6529,2274,91,1278,5070,1992,0,1973.35
2020-01-08 18:00:00,12,6189,2274,90,1278,5810,1772,0,1777.55
2020-01-08 19:00:00,15,5870,2273,90,1278,6540,1793,0,1951.96
2020-01-08 20:00:00,13,5444,2273,91,1278,6133,2444,0,2210.06
2020-01-08 21:00:00,14,4655,2272,91,1278,5995,2734,0,2460.49
2020-01-08 22:00:00,14,5034,2272,48,1278,4921,3298,0,2604.48
2020-01-08 23:00:00,15,6323,2271,91,1278,3137,3810,0,2696.94
2020-01-09 00:00:00,14,6984,2272,91,1278,1493,3596,0,2821.39
2020-01-09 01:00:00,14,8113,2271,91,1278,0,3689,0,2938.97
2020-01-09 02:00:00,15,8521,2272,91,1278,0,3659,0,2944.26
2020-01-09 03:00:00,16,8808,2275,91,1278,0,3095,0,2866.91
2020-01-09 04:00:00,16,9514,2274,47,1278,0,3021,0,2826.39
2020-01-09 05:00:00,17,8071,2272,90,1278,0,2940,0,2882.19
2020-01-09 06:00:00,16,7330,2273,90,1278,0,3054,0,2941.92
2020-01-09 07:00:00,16,6918,2276,90,1278,0,3223,0,2975.42
2020-01-09 08:00:00,14,5914,2274,90,1278,0,3067,0,2923.35
2020-01-09 09:00:00,17,5541,2274,90,1278,0,3417,0,2781.96
2020-01-09 10:00:00,18,5500,2273,90,1278,0,3309,0,2627.19
2020-01-09 11:00:00,17,5288,2274,91,1278,0,3301,0,2557.85
2020-01-09 12:00:00,19,5848,2273,91,1278,0,3152,0,2508.49
2020-01-09 13:00:00,17,6370,2273,90,1278,0,2933,0,2462.55
2020-01-09 14:00:00,18,7711,2273,90,1278,0,2949,0,2480.93
2020-01-09 15:00:00,19,8409,2274,91,1278,93,3037,0,2531.71
2020-01-09 16:00:00,17,8211,2274,91,1278,2575,3121,0,2406.68
2020-01-09 17:00:00,18,6541,2275,91,1278,4922,2971,0,2341.42
2020-01-09 18:00:00,18,6529,2273,90,1278,5150,2699,0,2591.36
2020-01-09 19:00:00,18,5665,2272,91,1278,6252,2415,0,2822.15
2020-01-09 20:00:00,16,5714,2272,90,1278,5851,2516,0,2967.42
2020-01-09 21:00:00,18,5555,2273,91,1278,5691,2369,0,3090.76
2020-01-09 22:00:00,17,5742,2271,91,1278,5777,3094,0,3158.04
2020-01-09 23:00:00,18,6463,2271,91,1278,4404,3012,0,3136.54
2020-01-10 00:00:00,17,7797,2273,91,1278,1492,3681,0,3010.32
2020-01-10 01:00:00,18,9535,2271,91,1278,0,3394,0,2837.28
2020-01-10 02:00:00,18,9722,2271,91,1278,0,2978,0,2618.15
2020-01-10 03:00:00,16,10416,2272,91,1278,0,2176,0,2325.85
2020-01-10 04:00:00,16,10643,2273,91,1278,0,1367,0,1985.04
2020-01-10 05:00:00,15,10529,2272,90,1278,0,1407,0,1652.11
2020-01-10 06:00:00,17,9258,2273,90,1278,0,1932,0,1430.18
2020-01-10 07:00:00,19,8958,2271,90,1278,0,2006,0,1347.2
2020-01-10 08:00:00,17,8771,2273,91,1278,0,1028,0,1252.92
2020-01-10 09:00:00,16,7892,2272,91,1278,0,2492,0,1132.17
2020-01-10 10:00:00,15,8261,2274,90,1278,0,1403,0,879.1
2020-01-10 11:00:00,16,8898,2273,91,1278,0,431,0,637.23
2020-01-10 12:00:00,16,8265,2273,90,1278,0,559,0,426.93
2020-01-10 13:00:00,16,7962,2276,90,1278,0,1207,0,341.99
2020-01-10 14:00:00,16,9365,2274,90,1278,0,795,0,284.38
2020-01-10 15:00:00,15,10423,2275,47,1278,153,592,0,187.31
2020-01-10 16:00:00,14,10086,2277,90,1278,3460,213,0,133.22
2020-01-10 17:00:00,17,7875,2276,90,1278,6810,54,0,110.92
2020-01-10 18:00:00,18,7433,2276,91,1278,7574,42,0,100.21
2020-01-10 19:00:00,16,6368,2276,90,1278,8107,128,0,114.29
2020-01-10 20:00:00,18,6094,2275,91,1278,7651,242,0,127.46
2020-01-10 21:00:00,18,5996,2274,91,1278,7839,294,0,127.74
2020-01-10 22:00:00,18,6420,2275,91,1278,7688,280,0,121.94
2020-01-10 23:00:00,18,7028,2271,91,1278,6388,273,0,131.03
2020-01-11 00:00:00,18,8798,2273,92,1278,2356,278,0,153.27
2020-01-11 01:00:00,16,10916,2273,91,1278,0,302,0,200.18
2020-01-11 02:00:00,17,11201,2274,91,1278,0,336,0,285.52
2020-01-11 03:00:00,14,11258,2272,91,1278,0,384,0,359.71
2020-01-11 04:00:00,15,10568,2275,90,1278,0,504,0,411.16
2020-01-11 05:00:00,16,10474,2274,91,1278,0,834,0,467.65
2020-01-11 06:00:00,17,9842,2273,91,1278,0,1089,0,574.75
2020-01-11 07:00:00,17,9322,2272,46,1278,0,1240,0,788.52
2020-01-11 08:00:00,18,8382,2273,90,1278,0,1338,0,979.66
2020-01-11 09:00:00,16,7956,2274,91,1278,0,1258,0,1255.4
2020-01-11 10:00:00,14,6730,2273,46,1278,0,2016,0,1487.13
2020-01-11 11:00:00,14,6593,2273,91,1278,0,2110,0,1639.37
2020-01-11 12:00:00,17,6192,2272,90,1278,0,1904,0,1764.32
2020-01-11 13:00:00,16,6314,2275,91,1278,0,1828,0,1932.29
2020-01-11 14:00:00,15,6643,2275,90,1278,0,2122,0,2109.31
2020-01-11 15:00:00,15,7082,2275,90,1278,139,2202,0,2278.43
2020-01-11 16:00:00,10,5332,2277,90,1278,3334,2451,0,2437.96
2020-01-11 17:00:00,10,4146,2277,90,1278,5778,2753,0,2550.73
2020-01-11 18:00:00,10,3798,2275,90,1278,6196,2900,0,2682.72
2020-01-11 19:00:00,10,4146,2278,90,1278,5966,2767,0,2808.94
2020-01-11 20:00:00,10,3918,2276,90,1278,6021,3041,0,2859.71
2020-01-11 21:00:00,10,3948,2275,48,1278,5581,3198,0,2878.85
2020-01-11 22:00:00,10,4190,2276,90,1278,5193,3285,0,2852.94
2020-01-11 23:00:00,10,5144,2274,90,1278,4611,3190,0,2774.32
2020-01-12 00:00:00,10,5808,2273,90,1278,2109,2994,0,2742.15
2020-01-12 01:00:00,14,7546,2272,90,1278,18,2889,0,2739.59
2020-01-12 02:00:00,12,7504,2275,46,1278,3,2805,0,2596.58
2020-01-12 03:00:00,13,8013,2275,90,1278,3,2697,0,2370.7
2020-01-12 04:00:00,15,8134,2276,91,1278,0,2496,0,2112.74
2020-01-12 05:00:00,12,8454,2274,90,1278,0,2537,0,1760.55
2020-01-12 06:00:00,15,7477,2273,90,1278,0,2938,0,1437.21
2020-01-12 07:00:00,14,7257,2276,90,1278,0,2554,0,1294.18
2020-01-12 08:00:00,15,7704,2278,90,1278,0,1260,0,945.35
2020-01-12 09:00:00,16,7736,2277,90,1278,0,929,0,815.25
2020-01-12 10:00:00,14,7343,2277,90,1278,0,1000,0,882.57
2020-01-12 11:00:00,14,6787,2277,90,1278,0,1754,0,1060.7
2020-01-12 12:00:00,14,5685,2275,90,1278,0,2801,0,1254.13
2020-01-12 13:00:00,14,6199,2277,90,1278,0,2378,0,1316.01
2020-01-12 14:00:00,13,5873,2276,90,1278,0,2460,0,1286.34
2020-01-12 15:00:00,15,6411,2273,90,1278,136,2620,0,1313.75
2020-01-12 16:00:00,18,5350,2274,90,1278,3515,2308,0,1337.81
2020-01-12 17:00:00,19,4537,2275,90,1278,7024,1620,0,1294.89
2020-01-12 18:00:00,16,4156,2273,90,1278,7268,1580,0,1319.39
2020-01-12 19:00:00,17,4438,2276,91,1278,5985,1945,0,1427.05
2020-01-12 20:00:00,18,4305,2277,90,1278,6931,2236,0,1547.91
2020-01-12 21:00:00,17,4067,2276,90,1278,6389,2423,0,1697.61
2020-01-12 22:00:00,18,4265,2277,91,1278,5905,2413,0,1840.48
2020-01-12 23:00:00,17,4732,2274,91,1278,4714,3081,0,1934.22
2020-01-13 00:00:00,16,5758,2273,91,1278,2527,2876,0,2046.27
2020-01-13 01:00:00,16,7358,2274,91,1278,0,2679,0,2171.1
2020-01-13 02:00:00,15,7862,2274,90,1278,0,2877,0,2292.21
2020-01-13 03:00:00,15,7847,2274,46,1278,0,3018,0,2393.94
2020-01-13 04:00:00,14,7614,2275,91,1278,0,3272,0,2432.8
2020-01-13 05:00:00,14,7712,2274,90,1278,0,3145,0,2476.6
2020-01-13 06:00:00,15,7164,2273,91,1278,0,3028,0,2536.71
2020-01-13 07:00:00,15,6760,2277,91,1278,0,2712,0,2595.21
2020-01-13 08:00:00,16,5830,2277,91,1278,0,3130,0,2351.76
2020-01-13 09:00:00,15,5660,2277,91,1278,0,2881,0,2357.9
2020-01-13 10:00:00,16,6056,2277,91,1278,0,2878,0,2382.66
2020-01-13 11:00:00,17,6268,2278,46,1278,0,2831,0,2358.68
2020-01-13 12:00:00,17,6691,2279,90,1278,0,2882,0,2293.17
2020-01-13 13:00:00,15,6655,2275,46,1278,0,3116,0,2253.61
2020-01-13 14:00:00,16,7992,2276,90,1278,0,3189,0,2277.08
2020-01-13 15:00:00,16,9522,2275,90,1278,136,3050,0,2313.5
2020-01-13 16:00:00,15,8913,2278,90,1278,3546,2533,0,2188.74
2020-01-13 17:00:00,12,7094,2278,90,1278,7114,2196,0,1852.41
2020-01-13 18:00:00,14,6435,2277,90,1278,7818,1780,0,1428.21
2020-01-13 19:00:00,15,5256,2279,90,1278,7372,1532,0,1156.21
2020-01-13 20:00:00,15,5723,2279,91,1278,6749,2351,0,1134.04
2020-01-13 21:00:00,15,6073,2276,91,1278,7050,2711,0,1211.45
2020-01-13 22:00:00,16,6346,2277,91,1278,7371,2944,0,1314.83
2020-01-13 23:00:00,16,6930,2275,91,1278,6324,2456,0,1452.01
2020-01-14 00:00:00,16,8938,2275,46,1278,2420,2511,0,1613.3
2020-01-14 01:00:00,14,11542,2275,91,1278,0,2430,0,1700.89
2020-01-14 02:00:00,14,11907,2276,90,1278,0,2401,0,1669.8
2020-01-14 03:00:00,14,11316,2276,90,1278,0,2452,0,1646.96
2020-01-14 04:00:00,13,11246,2275,90,1278,0,2589,0,1674.51
2020-01-14 05:00:00,16,10564,2275,90,1278,0,2715,0,1730.37
2020-01-14 06:00:00,14,10078,2275,91,1278,0,2764,0,1875.03
2020-01-14 07:00:00,15,9295,2275,90,1278,0,2491,0,2035.45
2020-01-14 08:00:00,15,7669,2278,90,1278,0,2212,0,1858.68
2020-01-14 09:00:00,15,7250,2280,91,1278,0,2317,0,1851.45
2020-01-14 10:00:00,15,7062,2278,91,1278,0,2236,0,1897.87
2020-01-14 11:00:00,15,6760,2280,91,1278,0,2338,0,1949.1
2020-01-14 12:00:00,15,7028,2275,91,1278,0,2608,0,2025.1
2020-01-14 13:00:00,14,7915,2276,90,1278,0,2480,0,2108.87
2020-01-14 14:00:00,13,9177,2277,90,1278,0,2858,0,2175.8
2020-01-14 15:00:00,14,10684,2276,90,1278,179,2999,0,2218.25
2020-01-14 16:00:00,14,9236,2277,48,1278,3175,2846,0,2209.89
2020-01-14 17:00:00,13,7607,2274,90,1278,6472,2620,0,2189.54
2020-01-14 18:00:00,12,7301,2276,90,1278,6832,2493,0,2224.65
2020-01-14 19:00:00,12,6662,2276,90,1278,7300,2719,0,2278.41
2020-01-14 20:00:00,11,6282,2280,91,1278,6786,2815,0,2283.14
2020-01-14 21:00:00,12,6079,2278,91,1278,6420,2993,0,2256.08
2020-01-14 22:00:00,12,6054,2278,91,1278,6506,2940,0,2197.69
2020-01-14 23:00:00,11,7092,2274,91,1278,5552,2963,0,2101.38
2020-01-15 00:00:00,14,7875,2275,91,1278,2256,2983,0,2042.91
2020-01-15 01:00:00,13,9838,2275,91,1278,80,2944,0,2046.78
2020-01-15 02:00:00,13,10520,2276,91,1278,62,2829,0,2069.35
2020-01-15 03:00:00,13,10845,2275,91,1278,0,2926,0,2067.43
2020-01-15 04:00:00,12,10723,2276,90,1278,0,2898,0,2056.06
2020-01-15 05:00:00,13,10527,2275,90,1278,0,3044,0,2034.08
2020-01-15 06:00:00,13,9796,2274,90,1278,0,3162,0,1914.12
2020-01-15 07:00:00,13,8841,2276,45,1278,0,3187,0,1668.38
2020-01-15 08:00:00,12,8058,2277,90,1278,0,3159,0,1537.1
2020-01-15 09:00:00,14,7959,2277,90,1278,0,2936,0,1353.93
2020-01-15 10:00:00,15,7989,2280,91,1278,0,2733,0,1228.86
2020-01-15 11:00:00,15,8071,2278,90,1278,0,2488,0,1124.66
2020-01-15 12:00:00,15,8350,2278,90,1278,0,2200,0,994.68
2020-01-15 13:00:00,15,8694,2278,90,1278,0,1408,0,825.07
2020-01-15 14:00:00,14,11163,2278,91,1278,0,998,0,636.65
2020-01-15 15:00:00,13,11803,2276,90,1278,113,522,0,429.93
2020-01-15 16:00:00,13,10367,2278,90,1278,3498,265,0,220.31
2020-01-15 17:00:00,13,9348,2278,90,1278,6395,145,0,79.83
2020-01-15 18:00:00,13,8718,2276,91,1278,7207,70,0,39.34
2020-01-15 19:00:00,13,8251,2278,89,1278,7256,89,0,43.06
2020-01-15 20:00:00,15,8299,2277,91,1278,6560,115,0,49.3
2020-01-15 21:00:00,13,8383,2279,90,1278,6490,165,0,52.66
2020-01-15 22:00:00,16,7860,2277,91,1278,7366,128,0,58.97
2020-01-15 23:00:00,14,8948,2275,91,1278,5730,109,0,68.84
2020-01-16 00:00:00,13,10350,2276,91,1278,2387,71,0,75.54
2020-01-16 01:00:00,13,12468,2276,91,1278,10,115,0,81.61
2020-01-16 02:00:00,13,12779,2273,91,1278,8,165,0,108.88
2020-01-16 03:00:00,11,12281,2274,91,1278,8,152,0,155.71
2020-01-16 04:00:00,15,11962,2273,90,1278,7,294,0,220.48
2020-01-16 05:00:00,15,11503,2275,46,1278,7,293,0,303.65
2020-01-16 06:00:00,16,10866,2273,90,1278,6,295,0,418.71
2020-01-16 07:00:00,17,10149,2273,90,1278,6,485,0,585.57
2020-01-16 08:00:00,17,9258,2274,90,1278,0,730,0,400.7
2020-01-16 09:00:00,17,8923,2276,91,1278,0,633,0,504.69
2020-01-16 10:00:00,17,8706,2276,90,1278,0,746,0,563.25
2020-01-16 11:00:00,17,8483,2275,90,1278,0,625,0,652.49
2020-01-16 12:00:00,17,8489,2276,91,1278,0,840,0,795.39
2020-01-16 13:00:00,16,8556,2278,90,1278,0,801,0,927.29
2020-01-16 14:00:00,18,9689,2275,90,1278,0,778,0,988.85
2020-01-16 15:00:00,20,10898,2274,47,1278,32,907,0,1000.94
2020-01-16 16:00:00,15,10181,2276,90,1278,2129,969,0,957.68
2020-01-16 17:00:00,17,9069,2275,90,1278,6254,964,0,823.8
2020-01-16 18:00:00,18,8292,2274,90,1278,6929,511,0,765.64
2020-01-16 19:00:00,18,8117,2274,90,1278,6737,983,0,860
2020-01-16 20:00:00,18,7471,2275,92,1278,6342,1472,0,1092.03
2020-01-16 21:00:00,16,7516,2275,91,1278,6249,1878,0,1313.67
2020-01-16 22:00:00,18,7668,2277,91,1278,5361,2225,0,1422.76
2020-01-16 23:00:00,17,8014,2276,91,1278,4887,1618,0,1537.57
2020-01-17 00:00:00,16,9935,2274,91,1278,1307,1813,0,1681.85
2020-01-17 01:00:00,18,11096,2275,91,1278,0,2229,0,1793.73
2020-01-17 02:00:00,15,10837,2274,91,1278,0,2494,0,1895.78
2020-01-17 03:00:00,15,10447,2274,91,1278,0,2790,0,1962.29
2020-01-17 04:00:00,15,10739,2275,91,1278,0,2491,0,1967.42
2020-01-17 05:00:00,15,10397,2273,88,1278,0,2840,0,1963.42
2020-01-17 06:00:00,15,9646,2273,91,1278,0,2589,0,1997.45
2020-01-17 07:00:00,15,8203,2272,90,1278,0,2960,0,2141.73
2020-01-17 08:00:00,16,7738,2274,91,1278,0,3055,0,2324.85
2020-01-17 09:00:00,15,7428,2274,91,1278,0,2782,0,2401.79
2020-01-17 10:00:00,16,7337,2274,90,1278,0,2684,0,2291.98
2020-01-17 11:00:00,16,7490,2275,91,1278,0,2400,0,1992.65
2020-01-17 12:00:00,15,7685,2274,90,1278,0,1988,0,1688.93
2020-01-17 13:00:00,16,7894,2275,90,1278,0,1903,0,1464.44
2020-01-17 14:00:00,14,8998,2277,90,1278,0,1352,0,1175.84
2020-01-17 15:00:00,13,10248,2275,90,1278,165,1211,0,966.3
2020-01-17 16:00:00,13,10122,2275,90,1278,2645,1499,0,929.36
2020-01-17 17:00:00,15,8336,2276,91,1278,5640,1973,0,900.74
2020-01-17 18:00:00,15,7738,2278,91,1278,5968,1063,0,577.79
2020-01-17 19:00:00,12,7590,2278,90,1278,6488,511,0,204.75
