,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2019-07-27 00:00:00+01:00,357.0,1237.0,14.0,0.0,29.0,3.0,3.0,148.0,2.0,36.0,1.0,30.0,0.0,1515.0,
2019-07-27 01:00:00+01:00,361.0,1088.0,13.0,0.0,19.0,0.0,34.0,55.0,2.0,34.0,1.0,32.0,0.0,1591.0,
2019-07-27 02:00:00+01:00,364.0,1087.0,11.0,0.0,18.0,0.0,114.0,16.0,2.0,20.0,1.0,32.0,0.0,1604.0,
2019-07-27 03:00:00+01:00,370.0,1122.0,11.0,0.0,17.0,0.0,421.0,18.0,2.0,1.0,1.0,32.0,0.0,1639.0,
2019-07-27 04:00:00+01:00,375.0,1113.0,10.0,0.0,19.0,0.0,352.0,17.0,2.0,0.0,1.0,29.0,0.0,1592.0,
2019-07-27 05:00:00+01:00,370.0,992.0,12.0,0.0,20.0,0.0,546.0,14.0,2.0,0.0,1.0,29.0,0.0,1792.0,
2019-07-27 06:00:00+01:00,363.0,1242.0,6.0,0.0,18.0,0.0,927.0,13.0,2.0,0.0,1.0,29.0,1.0,2001.0,
2019-07-27 07:00:00+01:00,365.0,1745.0,6.0,0.0,18.0,0.0,927.0,13.0,2.0,1.0,1.0,30.0,15.0,2026.0,
2019-07-27 08:00:00+01:00,373.0,2126.0,6.0,0.0,16.0,0.0,381.0,63.0,2.0,56.0,1.0,31.0,52.0,1601.0,
2019-07-27 09:00:00+01:00,377.0,2272.0,6.0,0.0,15.0,0.0,4.0,578.0,1.0,56.0,1.0,31.0,81.0,1067.0,
2019-07-27 10:00:00+01:00,376.0,2164.0,6.0,0.0,16.0,1.0,4.0,692.0,2.0,46.0,1.0,32.0,110.0,883.0,
2019-07-27 11:00:00+01:00,378.0,2260.0,6.0,0.0,17.0,102.0,4.0,685.0,2.0,35.0,1.0,33.0,157.0,813.0,
2019-07-27 12:00:00+01:00,376.0,2132.0,6.0,0.0,16.0,99.0,4.0,572.0,2.0,35.0,1.0,32.0,170.0,839.0,
2019-07-27 13:00:00+01:00,373.0,2109.0,6.0,0.0,18.0,71.0,36.0,337.0,2.0,0.0,1.0,31.0,233.0,884.0,
2019-07-27 14:00:00+01:00,373.0,1716.0,6.0,0.0,19.0,0.0,1217.0,24.0,2.0,0.0,1.0,32.0,256.0,918.0,
2019-07-27 15:00:00+01:00,383.0,1591.0,6.0,0.0,16.0,0.0,1082.0,19.0,2.0,0.0,1.0,32.0,300.0,964.0,
2019-07-27 16:00:00+01:00,378.0,1525.0,6.0,0.0,15.0,0.0,1166.0,21.0,2.0,0.0,1.0,31.0,278.0,1104.0,
2019-07-27 17:00:00+01:00,378.0,1688.0,6.0,0.0,17.0,0.0,1226.0,22.0,2.0,0.0,1.0,30.0,248.0,1148.0,
2019-07-27 18:00:00+01:00,377.0,1658.0,6.0,0.0,19.0,0.0,949.0,29.0,2.0,0.0,1.0,30.0,186.0,1116.0,
2019-07-27 19:00:00+01:00,374.0,1783.0,6.0,0.0,18.0,0.0,309.0,42.0,2.0,2.0,1.0,30.0,78.0,1271.0,
2019-07-27 20:00:00+01:00,372.0,1816.0,6.0,0.0,17.0,0.0,4.0,82.0,2.0,22.0,1.0,28.0,8.0,1309.0,
2019-07-27 21:00:00+01:00,374.0,1865.0,7.0,0.0,16.0,0.0,3.0,558.0,2.0,50.0,1.0,27.0,0.0,1306.0,
2019-07-27 22:00:00+01:00,373.0,1557.0,6.0,0.0,16.0,0.0,12.0,110.0,2.0,1.0,1.0,29.0,0.0,1208.0,
2019-07-27 23:00:00+01:00,376.0,1163.0,10.0,0.0,17.0,0.0,99.0,102.0,2.0,0.0,1.0,30.0,0.0,1006.0,
2019-07-28 00:00:00+01:00,377.0,875.0,12.0,0.0,17.0,0.0,357.0,15.0,2.0,0.0,1.0,31.0,0.0,898.0,
2019-07-28 01:00:00+01:00,381.0,818.0,11.0,0.0,18.0,0.0,727.0,15.0,2.0,0.0,1.0,31.0,0.0,894.0,
2019-07-28 02:00:00+01:00,381.0,830.0,10.0,0.0,17.0,0.0,825.0,16.0,2.0,0.0,1.0,31.0,0.0,809.0,
2019-07-28 03:00:00+01:00,377.0,808.0,10.0,0.0,16.0,0.0,945.0,16.0,2.0,0.0,1.0,31.0,0.0,827.0,
2019-07-28 04:00:00+01:00,375.0,843.0,10.0,0.0,15.0,0.0,973.0,17.0,2.0,0.0,1.0,30.0,0.0,902.0,
2019-07-28 05:00:00+01:00,380.0,865.0,10.0,0.0,17.0,0.0,1017.0,43.0,2.0,20.0,1.0,28.0,0.0,877.0,
2019-07-28 06:00:00+01:00,375.0,795.0,11.0,0.0,18.0,0.0,1148.0,54.0,2.0,29.0,1.0,27.0,1.0,736.0,
2019-07-28 07:00:00+01:00,376.0,1021.0,7.0,0.0,18.0,0.0,846.0,59.0,2.0,26.0,1.0,29.0,33.0,597.0,
2019-07-28 08:00:00+01:00,374.0,1279.0,6.0,0.0,16.0,0.0,426.0,67.0,2.0,44.0,1.0,28.0,113.0,418.0,
2019-07-28 09:00:00+01:00,373.0,1333.0,6.0,0.0,16.0,0.0,298.0,82.0,2.0,30.0,1.0,29.0,226.0,300.0,
2019-07-28 10:00:00+01:00,374.0,1376.0,7.0,0.0,16.0,0.0,35.0,76.0,2.0,34.0,1.0,29.0,348.0,195.0,
2019-07-28 11:00:00+01:00,375.0,1330.0,7.0,0.0,15.0,0.0,86.0,95.0,2.0,39.0,1.0,29.0,432.0,203.0,
2019-07-28 12:00:00+01:00,375.0,1391.0,7.0,0.0,16.0,0.0,11.0,180.0,2.0,50.0,1.0,28.0,479.0,264.0,
2019-07-28 13:00:00+01:00,379.0,1304.0,7.0,0.0,15.0,0.0,70.0,103.0,2.0,35.0,1.0,28.0,485.0,387.0,
2019-07-28 14:00:00+01:00,380.0,1298.0,9.0,0.0,15.0,0.0,533.0,25.0,2.0,0.0,1.0,28.0,470.0,571.0,
2019-07-28 15:00:00+01:00,369.0,1272.0,9.0,0.0,15.0,0.0,719.0,21.0,2.0,0.0,1.0,28.0,456.0,751.0,
2019-07-28 16:00:00+01:00,362.0,1263.0,9.0,0.0,14.0,0.0,739.0,18.0,2.0,0.0,1.0,27.0,405.0,934.0,
2019-07-28 17:00:00+01:00,364.0,1255.0,11.0,0.0,15.0,0.0,831.0,18.0,2.0,0.0,1.0,28.0,332.0,1185.0,
2019-07-28 18:00:00+01:00,367.0,1506.0,8.0,0.0,15.0,0.0,507.0,44.0,2.0,34.0,1.0,28.0,220.0,1382.0,
2019-07-28 19:00:00+01:00,368.0,2060.0,9.0,0.0,15.0,107.0,348.0,396.0,2.0,38.0,1.0,28.0,82.0,1484.0,
2019-07-28 20:00:00+01:00,373.0,2040.0,9.0,0.0,15.0,967.0,2.0,471.0,2.0,146.0,1.0,28.0,8.0,1554.0,
2019-07-28 21:00:00+01:00,369.0,2079.0,8.0,0.0,17.0,1346.0,1.0,585.0,2.0,518.0,1.0,29.0,0.0,1798.0,
2019-07-28 22:00:00+01:00,361.0,2082.0,8.0,0.0,16.0,290.0,4.0,457.0,2.0,84.0,1.0,28.0,0.0,2047.0,
2019-07-28 23:00:00+01:00,359.0,1655.0,9.0,0.0,16.0,0.0,132.0,20.0,2.0,1.0,1.0,29.0,0.0,2253.0,
2019-07-29 00:00:00+01:00,360.0,1350.0,12.0,0.0,16.0,0.0,269.0,17.0,2.0,0.0,1.0,31.0,0.0,2408.0,
2019-07-29 01:00:00+01:00,364.0,1421.0,11.0,0.0,16.0,0.0,710.0,17.0,2.0,0.0,1.0,32.0,0.0,2371.0,
2019-07-29 02:00:00+01:00,369.0,1418.0,11.0,0.0,17.0,0.0,943.0,18.0,2.0,0.0,1.0,32.0,0.0,2184.0,
2019-07-29 03:00:00+01:00,359.0,1376.0,11.0,0.0,15.0,0.0,1092.0,18.0,2.0,0.0,1.0,32.0,0.0,2119.0,
2019-07-29 04:00:00+01:00,349.0,1395.0,13.0,0.0,15.0,0.0,895.0,17.0,2.0,0.0,1.0,32.0,0.0,2143.0,
2019-07-29 05:00:00+01:00,343.0,1525.0,5.0,0.0,15.0,0.0,411.0,15.0,2.0,0.0,1.0,30.0,0.0,2186.0,
2019-07-29 06:00:00+01:00,345.0,1935.0,5.0,0.0,15.0,0.0,444.0,53.0,2.0,3.0,1.0,31.0,2.0,2212.0,
2019-07-29 07:00:00+01:00,348.0,2445.0,5.0,0.0,15.0,0.0,423.0,380.0,2.0,71.0,1.0,30.0,42.0,2226.0,
2019-07-29 08:00:00+01:00,346.0,2506.0,5.0,0.0,14.0,29.0,170.0,754.0,1.0,160.0,1.0,30.0,115.0,2352.0,
2019-07-29 09:00:00+01:00,342.0,2574.0,5.0,0.0,14.0,106.0,313.0,674.0,1.0,45.0,1.0,30.0,178.0,2257.0,
2019-07-29 10:00:00+01:00,344.0,2554.0,6.0,0.0,15.0,53.0,26.0,754.0,1.0,39.0,1.0,31.0,255.0,2056.0,
2019-07-29 11:00:00+01:00,345.0,2494.0,8.0,0.0,15.0,440.0,3.0,823.0,1.0,35.0,1.0,32.0,383.0,1997.0,
2019-07-29 12:00:00+01:00,347.0,2472.0,10.0,0.0,15.0,167.0,5.0,655.0,2.0,35.0,1.0,32.0,463.0,2084.0,
2019-07-29 13:00:00+01:00,346.0,2353.0,9.0,0.0,15.0,0.0,310.0,544.0,2.0,35.0,1.0,33.0,491.0,2327.0,
2019-07-29 14:00:00+01:00,349.0,2413.0,10.0,0.0,16.0,0.0,455.0,41.0,2.0,35.0,1.0,34.0,491.0,2518.0,
2019-07-29 15:00:00+01:00,349.0,2336.0,11.0,0.0,15.0,0.0,454.0,33.0,2.0,35.0,1.0,34.0,469.0,2719.0,
2019-07-29 16:00:00+01:00,353.0,2367.0,10.0,0.0,15.0,0.0,405.0,26.0,2.0,0.0,1.0,34.0,422.0,2894.0,
2019-07-29 17:00:00+01:00,355.0,2211.0,9.0,0.0,15.0,0.0,375.0,24.0,2.0,0.0,1.0,34.0,343.0,2989.0,
2019-07-29 18:00:00+01:00,348.0,2187.0,9.0,0.0,15.0,0.0,330.0,28.0,2.0,8.0,1.0,35.0,224.0,3144.0,
2019-07-29 19:00:00+01:00,343.0,2274.0,8.0,0.0,15.0,0.0,496.0,154.0,2.0,20.0,1.0,34.0,84.0,3158.0,
2019-07-29 20:00:00+01:00,348.0,2304.0,5.0,0.0,15.0,238.0,312.0,205.0,2.0,42.0,1.0,34.0,8.0,2878.0,
2019-07-29 21:00:00+01:00,348.0,2311.0,5.0,0.0,21.0,193.0,19.0,101.0,2.0,11.0,1.0,34.0,0.0,2658.0,
2019-07-29 22:00:00+01:00,334.0,1903.0,7.0,0.0,21.0,70.0,5.0,89.0,2.0,0.0,1.0,34.0,0.0,2699.0,
2019-07-29 23:00:00+01:00,333.0,2008.0,9.0,0.0,21.0,67.0,8.0,71.0,2.0,0.0,1.0,33.0,0.0,2442.0,
2019-07-30 00:00:00+01:00,337.0,1453.0,9.0,0.0,23.0,0.0,215.0,16.0,2.0,0.0,1.0,35.0,0.0,2345.0,
2019-07-30 01:00:00+01:00,338.0,1253.0,11.0,0.0,24.0,0.0,1293.0,16.0,2.0,5.0,1.0,35.0,0.0,2650.0,
2019-07-30 02:00:00+01:00,334.0,1159.0,12.0,0.0,24.0,0.0,1352.0,20.0,2.0,3.0,1.0,34.0,0.0,2649.0,
2019-07-30 03:00:00+01:00,333.0,1177.0,13.0,0.0,25.0,0.0,1444.0,21.0,2.0,2.0,1.0,32.0,0.0,2678.0,
2019-07-30 04:00:00+01:00,334.0,1120.0,18.0,47.0,13.0,0.0,1081.0,19.0,2.0,0.0,1.0,33.0,0.0,2630.0,
2019-07-30 05:00:00+01:00,334.0,1283.0,6.0,100.0,11.0,0.0,112.0,16.0,2.0,0.0,1.0,32.0,0.0,2807.0,
2019-07-30 06:00:00+01:00,335.0,2083.0,5.0,110.0,11.0,0.0,209.0,15.0,2.0,0.0,1.0,31.0,2.0,2858.0,
2019-07-30 07:00:00+01:00,332.0,2771.0,3.0,110.0,11.0,0.0,33.0,14.0,2.0,1.0,1.0,31.0,52.0,2724.0,
2019-07-30 08:00:00+01:00,326.0,3053.0,2.0,102.0,11.0,0.0,5.0,148.0,2.0,42.0,1.0,29.0,188.0,2405.0,
2019-07-30 09:00:00+01:00,322.0,2925.0,3.0,103.0,11.0,0.0,6.0,363.0,2.0,54.0,1.0,27.0,317.0,2080.0,
2019-07-30 10:00:00+01:00,317.0,3144.0,3.0,102.0,11.0,1.0,90.0,559.0,2.0,49.0,1.0,27.0,415.0,1773.0,
2019-07-30 11:00:00+01:00,307.0,3294.0,3.0,103.0,11.0,200.0,3.0,590.0,2.0,47.0,1.0,25.0,473.0,1419.0,
2019-07-30 12:00:00+01:00,311.0,3150.0,2.0,103.0,11.0,622.0,3.0,612.0,2.0,94.0,1.0,28.0,502.0,1360.0,
2019-07-30 13:00:00+01:00,314.0,3149.0,2.0,103.0,11.0,432.0,3.0,583.0,2.0,44.0,1.0,28.0,509.0,1410.0,
2019-07-30 14:00:00+01:00,324.0,3061.0,2.0,102.0,12.0,379.0,3.0,443.0,2.0,34.0,1.0,30.0,503.0,1454.0,
2019-07-30 15:00:00+01:00,338.0,3045.0,2.0,101.0,11.0,404.0,3.0,421.0,2.0,34.0,1.0,35.0,474.0,1489.0,
2019-07-30 16:00:00+01:00,343.0,3037.0,2.0,101.0,11.0,490.0,3.0,269.0,2.0,34.0,1.0,35.0,424.0,1609.0,
2019-07-30 17:00:00+01:00,345.0,3002.0,2.0,101.0,10.0,533.0,21.0,180.0,2.0,34.0,1.0,35.0,343.0,1697.0,
2019-07-30 18:00:00+01:00,348.0,3207.0,2.0,110.0,10.0,260.0,3.0,168.0,2.0,0.0,1.0,35.0,225.0,1766.0,
2019-07-30 19:00:00+01:00,348.0,3273.0,2.0,101.0,10.0,462.0,3.0,88.0,2.0,1.0,1.0,35.0,83.0,1808.0,
2019-07-30 20:00:00+01:00,347.0,3173.0,2.0,137.0,11.0,1287.0,1.0,89.0,2.0,15.0,1.0,35.0,7.0,1845.0,
2019-07-30 21:00:00+01:00,351.0,3168.0,2.0,185.0,10.0,1081.0,1.0,44.0,2.0,35.0,1.0,35.0,0.0,2000.0,
2019-07-30 22:00:00+01:00,346.0,2683.0,4.0,184.0,11.0,267.0,3.0,22.0,2.0,1.0,1.0,34.0,0.0,2044.0,
2019-07-30 23:00:00+01:00,344.0,2168.0,9.0,186.0,11.0,304.0,10.0,16.0,2.0,1.0,1.0,35.0,0.0,1882.0,
2019-07-31 00:00:00+01:00,344.0,1524.0,14.0,125.0,11.0,0.0,186.0,14.0,2.0,1.0,1.0,35.0,0.0,1757.0,
2019-07-31 01:00:00+01:00,344.0,1297.0,13.0,101.0,12.0,0.0,505.0,14.0,2.0,0.0,1.0,35.0,0.0,1743.0,
2019-07-31 02:00:00+01:00,341.0,1288.0,13.0,101.0,11.0,0.0,991.0,17.0,2.0,0.0,1.0,29.0,0.0,1761.0,
2019-07-31 03:00:00+01:00,335.0,1214.0,13.0,101.0,12.0,0.0,1350.0,18.0,2.0,0.0,1.0,26.0,0.0,2044.0,
2019-07-31 04:00:00+01:00,342.0,1330.0,13.0,99.0,11.0,0.0,1578.0,17.0,2.0,0.0,1.0,24.0,0.0,2350.0,
2019-07-31 05:00:00+01:00,349.0,1558.0,12.0,99.0,11.0,0.0,838.0,14.0,2.0,0.0,1.0,24.0,0.0,2496.0,
2019-07-31 06:00:00+01:00,351.0,1901.0,5.0,99.0,11.0,0.0,504.0,15.0,2.0,0.0,1.0,24.0,2.0,2464.0,
2019-07-31 07:00:00+01:00,348.0,2815.0,3.0,121.0,11.0,0.0,205.0,13.0,2.0,1.0,1.0,21.0,51.0,2272.0,
2019-07-31 08:00:00+01:00,342.0,2967.0,2.0,217.0,11.0,0.0,135.0,39.0,2.0,55.0,1.0,23.0,186.0,1861.0,
2019-07-31 09:00:00+01:00,355.0,3292.0,2.0,288.0,11.0,0.0,177.0,55.0,2.0,50.0,1.0,24.0,303.0,1344.0,
2019-07-31 10:00:00+01:00,357.0,3255.0,2.0,288.0,11.0,0.0,219.0,58.0,2.0,37.0,1.0,26.0,389.0,980.0,
2019-07-31 11:00:00+01:00,362.0,3247.0,2.0,288.0,13.0,10.0,334.0,57.0,2.0,35.0,1.0,26.0,437.0,746.0,
2019-07-31 12:00:00+01:00,363.0,3234.0,2.0,287.0,11.0,5.0,139.0,44.0,2.0,35.0,1.0,27.0,454.0,564.0,
2019-07-31 13:00:00+01:00,365.0,3204.0,2.0,287.0,12.0,0.0,260.0,40.0,2.0,35.0,1.0,28.0,440.0,444.0,
2019-07-31 14:00:00+01:00,362.0,2996.0,2.0,208.0,12.0,0.0,8.0,75.0,2.0,35.0,1.0,28.0,438.0,428.0,
2019-07-31 15:00:00+01:00,363.0,2897.0,2.0,280.0,12.0,0.0,7.0,84.0,2.0,35.0,1.0,27.0,414.0,505.0,
2019-07-31 16:00:00+01:00,365.0,2856.0,2.0,291.0,11.0,0.0,5.0,167.0,2.0,35.0,1.0,28.0,360.0,668.0,
2019-07-31 17:00:00+01:00,362.0,2748.0,2.0,290.0,10.0,0.0,54.0,142.0,2.0,1.0,1.0,27.0,292.0,826.0,
2019-07-31 18:00:00+01:00,364.0,2880.0,2.0,289.0,10.0,44.0,98.0,208.0,2.0,1.0,1.0,27.0,180.0,969.0,
2019-07-31 19:00:00+01:00,369.0,3081.0,2.0,288.0,9.0,0.0,42.0,311.0,2.0,5.0,1.0,28.0,64.0,1008.0,
2019-07-31 20:00:00+01:00,370.0,3018.0,2.0,288.0,7.0,161.0,5.0,559.0,2.0,13.0,1.0,28.0,7.0,1160.0,
2019-07-31 21:00:00+01:00,366.0,2904.0,2.0,204.0,7.0,90.0,5.0,539.0,2.0,14.0,1.0,28.0,0.0,1313.0,
2019-07-31 22:00:00+01:00,363.0,2341.0,7.0,103.0,7.0,6.0,5.0,329.0,2.0,1.0,1.0,27.0,0.0,1321.0,
2019-07-31 23:00:00+01:00,361.0,2223.0,10.0,100.0,7.0,265.0,47.0,240.0,2.0,0.0,1.0,28.0,0.0,1199.0,
2019-08-01 00:00:00+01:00,354.0,1929.0,9.0,99.0,7.0,36.0,5.0,16.0,2.0,0.0,1.0,27.0,0.0,1117.0,
2019-08-01 01:00:00+01:00,348.0,1710.0,9.0,99.0,7.0,0.0,5.0,14.0,2.0,0.0,1.0,24.0,0.0,1048.0,
2019-08-01 02:00:00+01:00,353.0,1563.0,8.0,99.0,7.0,0.0,5.0,15.0,2.0,0.0,1.0,26.0,0.0,1018.0,
2019-08-01 03:00:00+01:00,360.0,1563.0,8.0,100.0,7.0,0.0,5.0,16.0,2.0,0.0,1.0,29.0,0.0,984.0,
2019-08-01 04:00:00+01:00,360.0,1688.0,10.0,100.0,7.0,0.0,5.0,19.0,2.0,6.0,1.0,29.0,0.0,924.0,
2019-08-01 05:00:00+01:00,354.0,1939.0,6.0,99.0,7.0,0.0,5.0,16.0,2.0,7.0,1.0,26.0,0.0,910.0,
2019-08-01 06:00:00+01:00,359.0,2513.0,2.0,99.0,7.0,1.0,5.0,30.0,2.0,0.0,1.0,26.0,1.0,898.0,
2019-08-01 07:00:00+01:00,358.0,2988.0,1.0,170.0,7.0,201.0,5.0,391.0,2.0,1.0,1.0,26.0,46.0,869.0,
2019-08-01 08:00:00+01:00,356.0,3203.0,2.0,225.0,7.0,75.0,4.0,527.0,1.0,20.0,1.0,27.0,175.0,737.0,
2019-08-01 09:00:00+01:00,340.0,3209.0,2.0,191.0,8.0,61.0,3.0,554.0,1.0,46.0,1.0,22.0,300.0,568.0,
2019-08-01 10:00:00+01:00,335.0,3303.0,2.0,173.0,7.0,248.0,3.0,453.0,1.0,99.0,1.0,20.0,393.0,483.0,
2019-08-01 11:00:00+01:00,336.0,3322.0,2.0,170.0,7.0,496.0,2.0,493.0,1.0,64.0,1.0,22.0,449.0,464.0,
2019-08-01 12:00:00+01:00,335.0,3202.0,2.0,159.0,7.0,596.0,2.0,762.0,1.0,49.0,1.0,22.0,477.0,540.0,
2019-08-01 13:00:00+01:00,350.0,3143.0,3.0,106.0,7.0,254.0,3.0,527.0,1.0,77.0,1.0,22.0,486.0,718.0,
2019-08-01 14:00:00+01:00,349.0,3273.0,1.0,101.0,7.0,109.0,3.0,519.0,1.0,2.0,1.0,22.0,479.0,893.0,
2019-08-01 15:00:00+01:00,357.0,3366.0,1.0,101.0,7.0,83.0,3.0,464.0,2.0,0.0,1.0,26.0,456.0,1022.0,
2019-08-01 16:00:00+01:00,353.0,3462.0,1.0,101.0,7.0,63.0,3.0,590.0,2.0,0.0,1.0,26.0,406.0,1206.0,
2019-08-01 17:00:00+01:00,350.0,3565.0,1.0,102.0,7.0,165.0,3.0,498.0,2.0,34.0,1.0,26.0,331.0,1366.0,
2019-08-01 18:00:00+01:00,348.0,3504.0,1.0,102.0,8.0,164.0,3.0,461.0,2.0,35.0,1.0,26.0,217.0,1551.0,
2019-08-01 19:00:00+01:00,353.0,3629.0,1.0,102.0,7.0,112.0,3.0,316.0,2.0,65.0,1.0,27.0,78.0,1627.0,
2019-08-01 20:00:00+01:00,355.0,3570.0,1.0,142.0,7.0,487.0,3.0,320.0,2.0,150.0,1.0,28.0,6.0,1646.0,
2019-08-01 21:00:00+01:00,354.0,3662.0,1.0,112.0,7.0,683.0,2.0,239.0,2.0,160.0,1.0,27.0,0.0,1603.0,
2019-08-01 22:00:00+01:00,354.0,3268.0,3.0,109.0,7.0,48.0,3.0,177.0,2.0,2.0,1.0,27.0,0.0,1555.0,
2019-08-01 23:00:00+01:00,357.0,2924.0,5.0,141.0,7.0,681.0,3.0,17.0,2.0,77.0,1.0,26.0,0.0,1468.0,
2019-08-02 00:00:00+01:00,354.0,2287.0,6.0,100.0,7.0,190.0,5.0,15.0,2.0,1.0,1.0,27.0,0.0,1428.0,
2019-08-02 01:00:00+01:00,352.0,1942.0,8.0,100.0,7.0,0.0,215.0,14.0,2.0,0.0,1.0,27.0,0.0,1325.0,
2019-08-02 02:00:00+01:00,337.0,1890.0,8.0,100.0,7.0,0.0,335.0,16.0,2.0,0.0,1.0,27.0,0.0,1248.0,
2019-08-02 03:00:00+01:00,334.0,1980.0,8.0,99.0,7.0,0.0,333.0,16.0,2.0,0.0,1.0,27.0,0.0,1138.0,
2019-08-02 04:00:00+01:00,325.0,1932.0,8.0,100.0,7.0,4.0,211.0,17.0,2.0,0.0,1.0,27.0,0.0,1098.0,
2019-08-02 05:00:00+01:00,334.0,2155.0,5.0,100.0,7.0,154.0,4.0,17.0,2.0,1.0,1.0,25.0,0.0,1115.0,
2019-08-02 06:00:00+01:00,339.0,2661.0,3.0,204.0,7.0,803.0,3.0,100.0,2.0,142.0,1.0,25.0,1.0,1076.0,
2019-08-02 07:00:00+01:00,344.0,3243.0,1.0,288.0,7.0,1002.0,3.0,337.0,2.0,115.0,1.0,25.0,42.0,992.0,
2019-08-02 08:00:00+01:00,348.0,3576.0,1.0,288.0,7.0,1146.0,2.0,577.0,1.0,166.0,1.0,24.0,146.0,843.0,
2019-08-02 09:00:00+01:00,355.0,3502.0,1.0,288.0,7.0,1131.0,2.0,609.0,2.0,398.0,1.0,25.0,281.0,664.0,
2019-08-02 10:00:00+01:00,354.0,3530.0,1.0,288.0,7.0,1265.0,1.0,758.0,1.0,621.0,1.0,24.0,389.0,509.0,
2019-08-02 11:00:00+01:00,347.0,3567.0,2.0,233.0,7.0,1471.0,1.0,617.0,2.0,638.0,1.0,25.0,450.0,416.0,
2019-08-02 12:00:00+01:00,332.0,3464.0,2.0,202.0,7.0,1546.0,1.0,624.0,2.0,648.0,1.0,25.0,478.0,470.0,
2019-08-02 13:00:00+01:00,357.0,3477.0,1.0,127.0,7.0,1268.0,1.0,560.0,2.0,258.0,1.0,25.0,485.0,641.0,
2019-08-02 14:00:00+01:00,370.0,3453.0,1.0,102.0,7.0,1224.0,1.0,603.0,2.0,146.0,1.0,25.0,477.0,791.0,
2019-08-02 15:00:00+01:00,363.0,3545.0,1.0,101.0,7.0,1108.0,1.0,713.0,2.0,64.0,1.0,25.0,452.0,913.0,
2019-08-02 16:00:00+01:00,324.0,3493.0,1.0,101.0,7.0,1029.0,2.0,725.0,2.0,64.0,1.0,25.0,406.0,1083.0,
2019-08-02 17:00:00+01:00,321.0,3456.0,1.0,119.0,7.0,1001.0,2.0,575.0,2.0,66.0,1.0,26.0,329.0,1148.0,
2019-08-02 18:00:00+01:00,329.0,3385.0,1.0,165.0,7.0,950.0,2.0,613.0,2.0,276.0,1.0,26.0,215.0,1258.0,
2019-08-02 19:00:00+01:00,340.0,3461.0,1.0,243.0,7.0,969.0,1.0,746.0,2.0,633.0,1.0,27.0,76.0,1310.0,
2019-08-02 20:00:00+01:00,337.0,3260.0,1.0,290.0,7.0,859.0,2.0,811.0,2.0,720.0,1.0,26.0,5.0,1448.0,
2019-08-02 21:00:00+01:00,346.0,3256.0,1.0,288.0,7.0,601.0,2.0,439.0,2.0,514.0,1.0,25.0,0.0,1508.0,
2019-08-02 22:00:00+01:00,352.0,3001.0,3.0,213.0,7.0,122.0,3.0,426.0,2.0,377.0,1.0,26.0,0.0,1550.0,
2019-08-02 23:00:00+01:00,356.0,2813.0,6.0,101.0,7.0,182.0,3.0,489.0,2.0,309.0,1.0,26.0,0.0,1469.0,
2019-08-03 00:00:00+01:00,356.0,2475.0,7.0,111.0,7.0,129.0,3.0,25.0,2.0,64.0,1.0,27.0,0.0,1292.0,
2019-08-03 01:00:00+01:00,361.0,2169.0,6.0,108.0,7.0,1.0,6.0,17.0,2.0,1.0,1.0,26.0,0.0,1150.0,
2019-08-03 02:00:00+01:00,364.0,2196.0,6.0,37.0,13.0,0.0,5.0,17.0,2.0,0.0,1.0,25.0,0.0,1084.0,
2019-08-03 03:00:00+01:00,362.0,2144.0,6.0,0.0,16.0,0.0,6.0,18.0,2.0,0.0,1.0,24.0,0.0,1024.0,
2019-08-03 04:00:00+01:00,365.0,1933.0,6.0,0.0,12.0,0.0,12.0,135.0,2.0,0.0,1.0,25.0,0.0,1023.0,
2019-08-03 05:00:00+01:00,360.0,1753.0,8.0,0.0,16.0,0.0,48.0,134.0,2.0,0.0,1.0,25.0,0.0,1049.0,
2019-08-03 06:00:00+01:00,357.0,2021.0,6.0,0.0,11.0,0.0,6.0,20.0,2.0,0.0,1.0,25.0,1.0,1016.0,
2019-08-03 07:00:00+01:00,362.0,2317.0,2.0,0.0,10.0,0.0,7.0,114.0,2.0,1.0,1.0,25.0,44.0,985.0,
2019-08-03 08:00:00+01:00,364.0,2629.0,2.0,0.0,10.0,0.0,82.0,124.0,2.0,12.0,1.0,25.0,169.0,820.0,
2019-08-03 09:00:00+01:00,369.0,2819.0,2.0,0.0,11.0,0.0,7.0,118.0,2.0,46.0,1.0,26.0,299.0,630.0,
2019-08-03 10:00:00+01:00,379.0,2890.0,2.0,0.0,13.0,0.0,6.0,130.0,2.0,50.0,1.0,29.0,395.0,571.0,
2019-08-03 11:00:00+01:00,384.0,2828.0,2.0,0.0,10.0,7.0,6.0,185.0,2.0,48.0,1.0,30.0,450.0,592.0,
2019-08-03 12:00:00+01:00,388.0,2817.0,2.0,0.0,10.0,62.0,6.0,233.0,2.0,49.0,1.0,34.0,477.0,729.0,
2019-08-03 13:00:00+01:00,389.0,2709.0,2.0,0.0,10.0,0.0,95.0,74.0,2.0,48.0,1.0,35.0,486.0,874.0,
